NetC;;;Brindisi;;;;
Stat;;;Via Cappuccini;;;;
Parm;SO2;NO2;NOX;CO;PM10;;
;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;;
;;;;;;;
;;;;;;;
26/06/2020 10:00;1,49;45,20;54,68;0,31;17,36;;
26/06/2020 11:00;1,44;20,02;28,07;0,23;;;
26/06/2020 12:00;1,30;22,05;30,27;0,25;10,76;;
26/06/2020 13:00;1,27;28,75;38,98;0,25;;;
26/06/2020 14:00;1,23;22,54;29,13;0,24;14,18;;
26/06/2020 15:00;1,40;21,87;28,29;0,21;;;
26/06/2020 16:00;1,16;32,38;40,08;0,22;12,96;;
26/06/2020 17:00;1,44;39,95;50,97;0,26;;;
26/06/2020 18:00;1,46;40,05;50,84;0,29;8,07;;
26/06/2020 19:00;1,48;37,46;50,42;0,32;;;
26/06/2020 20:00;1,54;41,94;56,34;0,40;17,84;;
26/06/2020 21:00;1,31;32,87;41,07;0,33;;;
26/06/2020 22:00;1,35;29,32;34,67;0,30;18,58;;
26/06/2020 23:00;1,42;32,67;35,73;0,42;;;
27/06/2020 00:00;1,32;26,47;28,98;0,35;23,47;;
27/06/2020 01:00;1,38;25,08;29,93;0,32;;;
27/06/2020 02:00;1,37;23,47;27,18;0,33;35,20;;
27/06/2020 03:00;1,36;26,29;30,23;0,32;;;
27/06/2020 04:00;1,41;22,22;26,68;0,30;32,75;;
27/06/2020 05:00;1,46;32,51;39,79;0,33;;;
27/06/2020 06:00;1,42;40,46;62,09;0,35;22,73;;
27/06/2020 07:00;1,64;30,29;41,60;0,37;;;
27/06/2020 08:00;1,41;20,41;27,10;0,36;14,67;;
27/06/2020 09:00;1,57;38,93;48,84;0,37;;;
27/06/2020 10:00;1,58;50,20;63,63;0,37;13,20;;
27/06/2020 11:00;1,48;36,08;46,44;0,30;;;
27/06/2020 12:00;1,34;24,67;31,42;0,27;12,71;;
27/06/2020 13:00;1,40;21,36;29,54;0,26;;;
27/06/2020 14:00;1,33;10,91;14,41;0,22;15,89;;
27/06/2020 15:00;1,17;15,89;20,08;0,18;;;
27/06/2020 16:00;1,19;23,78;31,15;0,19;11,98;;
27/06/2020 17:00;1,36;34,90;46,42;0,18;;;
27/06/2020 18:00;1,25;22,90;32,89;0,25;11,73;;
27/06/2020 19:00;1,41;40,24;53,22;0,28;;;
27/06/2020 20:00;1,19;45,62;63,08;0,35;15,40;;
27/06/2020 21:00;1,25;27,64;35,10;0,31;;;
27/06/2020 22:00;1,39;19,80;28,06;0,29;12,71;;
27/06/2020 23:00;1,34;29,26;33,37;0,32;;;
28/06/2020 00:00;1,28;44,85;52,52;0,35;21,51;;
28/06/2020 01:00;1,35;30,34;38,96;0,33;;;
28/06/2020 02:00;1,33;;;0,29;14,18;;
28/06/2020 03:00;1,35;23,12;27,24;;;;
28/06/2020 04:00;;35,18;43,53;0,34;19,80;;
28/06/2020 05:00;1,47;27,66;36,32;0,36;;;
28/06/2020 06:00;1,54;28,09;40,49;0,38;11,49;;
28/06/2020 07:00;1,29;22,03;31,30;0,37;;;
28/06/2020 08:00;1,36;14,66;19,35;0,29;14,91;;
28/06/2020 09:00;1,39;17,35;24,34;0,27;;;
28/06/2020 10:00;1,29;16,18;21,51;0,26;16,87;;
28/06/2020 11:00;1,19;14,43;19,06;0,25;;;
28/06/2020 12:00;1,35;11,74;15,07;0,24;9,78;;
28/06/2020 13:00;1,29;7,09;8,31;0,23;;;
28/06/2020 14:00;1,39;6,05;7,18;0,22;13,20;;
28/06/2020 15:00;1,28;4,42;5,17;0,19;;;
28/06/2020 16:00;1,34;4,76;5,61;0,20;12,96;;
28/06/2020 17:00;1,07;11,64;13,83;0,22;;;
28/06/2020 18:00;1,03;17,33;20,70;0,24;8,56;;
28/06/2020 19:00;1,24;14,06;16,80;0,27;;;
28/06/2020 20:00;1,32;10,08;12,88;0,29;6,11;;
28/06/2020 21:00;1,32;34,54;39,32;0,38;;;
28/06/2020 22:00;1,38;64,15;73,58;0,42;22,98;;
28/06/2020 23:00;1,28;58,10;66,75;0,40;;;
29/06/2020 00:00;1,31;36,31;41,65;0,35;33,98;;
29/06/2020 01:00;1,36;36,15;42,59;0,38;;;
29/06/2020 02:00;1,21;19,84;22,44;0,39;22,98;;
29/06/2020 03:00;1,35;17,59;19,64;0,32;;;
29/06/2020 04:00;1,45;26,66;30,34;0,37;17,84;;
29/06/2020 05:00;1,49;31,51;40,79;0,37;;;
29/06/2020 06:00;1,63;45,12;73,70;0,41;15,89;;
29/06/2020 07:00;1,63;31,50;48,02;0,41;;;
29/06/2020 08:00;1,57;16,75;26,28;0,29;13,20;;
29/06/2020 09:00;1,38;14,95;23,75;0,28;;;
29/06/2020 10:00;1,38;14,98;21,12;0,27;10,51;;
29/06/2020 11:00;1,31;19,92;29,32;0,29;;;
29/06/2020 12:00;1,43;16,82;22,23;0,27;7,58;;
29/06/2020 13:00;1,35;13,01;17,11;0,26;;;
29/06/2020 14:00;1,32;10,92;13,57;0,24;5,87;;
29/06/2020 15:00;1,14;9,03;11,04;0,21;;;
29/06/2020 16:00;1,06;14,54;17,49;0,24;6,11;;
29/06/2020 17:00;1,24;31,28;39,47;0,26;;;
29/06/2020 18:00;1,50;37,36;45,65;0,28;5,38;;
29/06/2020 19:00;1,39;57,21;68,81;0,35;;;
29/06/2020 20:00;1,23;51,42;61,07;0,39;13,93;;
29/06/2020 21:00;1,33;51,43;60,27;0,46;;;
29/06/2020 22:00;1,29;32,97;38,54;0,43;20,53;;
29/06/2020 23:00;1,27;22,71;26,88;0,37;;;
30/06/2020 00:00;1,21;23,37;25,83;0,39;25,42;;
30/06/2020 01:00;1,31;29,75;32,81;0,40;;;
30/06/2020 02:00;1,29;;;0,42;31,29;;
30/06/2020 03:00;1,24;27,64;29,01;;;;
30/06/2020 04:00;;37,52;45,59;0,41;37,89;;
30/06/2020 05:00;1,48;43,80;54,87;0,46;;;
30/06/2020 06:00;1,57;44,64;62,08;0,41;22,73;;
30/06/2020 07:00;1,39;20,92;27,87;0,34;;;
30/06/2020 08:00;1,26;13,51;18,46;0,29;21,51;;
30/06/2020 09:00;1,29;13,80;19,31;0,29;;;
30/06/2020 10:00;1,32;13,51;19,83;0,28;15,16;;
30/06/2020 11:00;1,41;11,45;28,80;0,32;;;
30/06/2020 12:00;1,43;13,15;23,37;0,38;9,04;;
30/06/2020 13:00;1,38;14,47;18,43;0,38;;;
30/06/2020 14:00;1,22;16,37;20,18;0,34;27,62;;
30/06/2020 15:00;1,22;21,42;27,53;0,29;;;
30/06/2020 16:00;1,24;15,32;19,98;0,26;17,60;;
30/06/2020 17:00;1,30;15,26;20,23;0,25;;;
30/06/2020 18:00;1,25;11,30;15,29;0,24;10,76;;
30/06/2020 19:00;1,32;17,52;23,78;0,30;;;
30/06/2020 20:00;1,34;22,00;29,80;0,35;9,53;;
30/06/2020 21:00;1,34;81,46;95,44;0,57;;;
30/06/2020 22:00;1,34;82,99;99,34;0,52;18,09;;
30/06/2020 23:00;1,56;84,67;98,52;0,49;;;
07/01/20 00:00;1,63;69,70;83,01;0,49;29,58;;
07/01/20 01:00;1,49;65,36;72,69;0,44;;;
07/01/20 02:00;1,47;42,98;47,16;0,38;32,02;;
07/01/20 03:00;1,32;43,56;46,54;0,40;;;
07/01/20 04:00;1,32;40,39;46,12;0,41;33,24;;
07/01/20 05:00;1,55;46,92;77,63;0,47;;;
07/01/20 06:00;1,83;59,27;116,01;0,52;31,29;;
07/01/20 07:00;1,85;49,64;73,35;0,47;;;
07/01/20 08:00;1,58;23,75;33,32;0,38;30,31;;
07/01/20 09:00;1,30;17,71;24,31;0,40;;;
07/01/20 10:00;1,32;18,26;24,51;0,42;30,07;;
07/01/20 11:00;1,24;13,76;17,56;0,34;;;
07/01/20 12:00;1,29;12,01;15,46;0,33;24,44;;
07/01/20 13:00;1,36;12,78;15,88;0,33;;;
07/01/20 14:00;1,34;19,65;26,18;0,28;22,98;;
07/01/20 15:00;1,29;38,44;52,72;0,27;;;
07/01/20 16:00;1,28;30,42;39,43;0,27;20,53;;
07/01/20 17:00;1,08;31,39;40,28;0,28;;;
07/01/20 18:00;1,25;39,12;51,38;0,34;16,13;;
07/01/20 19:00;1,37;46,80;69,17;0,39;;;
07/01/20 20:00;1,64;48,90;59,59;0,39;11,24;;
07/01/20 21:00;1,33;41,38;47,76;0,44;;;
07/01/20 22:00;1,14;31,01;36,58;0,39;17,84;;
07/01/20 23:00;1,32;37,43;43,81;0,40;;;
07/02/20 00:00;1,38;25,44;29,71;0,39;35,20;;
07/02/20 01:00;1,23;20,96;24,46;0,40;;;
07/02/20 02:00;1,26;;;0,42;30,55;;
07/02/20 03:00;1,29;;;;;;
07/02/20 04:00;;;;0,47;29,33;;
07/02/20 05:00;1,53;;;0,52;;;
07/02/20 06:00;1,31;;;0,56;16,62;;
07/02/20 07:00;1,62;;;0,54;;;
07/02/20 08:00;1,80;;;0,48;23,47;;
07/02/20 09:00;1,41;;;0,46;;;
07/02/20 10:00;1,43;;;0,41;25,91;;
07/02/20 11:00;1,49;;;0,37;;;
07/02/20 12:00;1,45;;;0,35;18,82;;
07/02/20 13:00;1,49;;;0,32;;;
07/02/20 14:00;1,46;;;0,30;22,49;;
07/02/20 15:00;1,61;;;0,29;;;
07/02/20 16:00;1,28;;;0,28;13,44;;
07/02/20 17:00;1,34;;;0,31;;;
07/02/20 18:00;1,31;;;0,37;12,71;;
07/02/20 19:00;1,32;;;0,37;;;
07/02/20 20:00;1,51;;;0,38;8,07;;
07/02/20 21:00;1,30;;;0,40;;;
07/02/20 22:00;1,29;;;0,39;24,20;;
07/02/20 23:00;1,41;;;0,38;;;
07/03/20 00:00;1,51;;;0,42;30,07;;
07/03/20 01:00;1,22;;;0,40;;;
07/03/20 02:00;0,98;;;0,40;23,71;;
07/03/20 03:00;1,17;;;0,36;;;
07/03/20 04:00;1,28;;;0,36;26,64;;
07/03/20 05:00;1,43;;;0,42;;;
07/03/20 06:00;1,37;;;0,42;31,53;;
07/03/20 07:00;1,18;;;0,40;;;
07/03/20 08:00;1,24;;;0,40;26,89;;
07/03/20 09:00;1,16;;;0,37;;;
07/03/20 10:00;1,43;;;0,34;13,93;;
07/03/20 11:00;1,40;;;0,33;;;
07/03/20 12:00;1,16;13,64;19,83;0,34;12,96;;
07/03/20 13:00;1,28;13,22;17,37;0,33;;;
07/03/20 14:00;1,15;9,95;12,71;0,32;12,47;;
07/03/20 15:00;1,16;9,67;12,47;0,32;;;
07/03/20 16:00;1,27;9,00;11,70;0,31;16,87;;
07/03/20 17:00;1,21;12,52;18,24;0,32;;;
07/03/20 18:00;1,27;14,89;20,19;0,33;17,84;;
07/03/20 19:00;1,12;13,10;16,39;0,35;;;
07/03/20 20:00;1,05;14,97;17,65;0,38;12,71;;
07/03/20 21:00;1,26;11,26;13,13;0,39;;;
07/03/20 22:00;1,31;7,19;8,23;0,38;38,13;;
07/03/20 23:00;1,17;6,19;17,08;0,41;;;
07/04/20 00:00;1,10;7,66;13,95;0,40;31,04;;
07/04/20 01:00;1,19;8,30;8,95;0,42;;;
07/04/20 02:00;1,03;;;0,42;13,93;;
07/04/20 03:00;1,19;7,28;7,60;;;;
07/04/20 04:00;;8,07;8,47;0,39;28,11;;
07/04/20 05:00;1,16;12,65;14,99;0,40;;;
07/04/20 06:00;1,33;30,57;42,51;0,43;24,44;;
07/04/20 07:00;1,38;19,90;29,64;0,41;;;
07/04/20 08:00;1,18;14,02;19,34;0,39;22,00;;
07/04/20 09:00;1,21;10,55;14,58;0,38;;;
07/04/20 10:00;1,15;11,17;16,34;0,36;12,47;;
07/04/20 11:00;1,24;7,09;10,21;0,36;;;
07/04/20 12:00;1,13;8,23;10,89;0,36;17,11;;
07/04/20 13:00;1,22;7,20;9,83;0,33;;;
07/04/20 14:00;1,14;5,29;6,87;0,31;15,16;;
07/04/20 15:00;1,23;6,95;9,03;0,31;;;
07/04/20 16:00;0,97;8,26;10,60;0,31;15,40;;
07/04/20 17:00;1,26;7,81;9,48;0,28;;;
07/04/20 18:00;1,22;15,26;20,75;0,30;23,71;;
07/04/20 19:00;1,22;16,25;19,11;0,29;;;
07/04/20 20:00;1,09;15,85;20,28;0,33;21,27;;
07/04/20 21:00;1,26;9,04;11,17;0,32;;;
07/04/20 22:00;1,20;7,09;7,97;0,31;22,73;;
07/04/20 23:00;1,15;6,03;6,87;0,29;;;
07/05/20 00:00;1,27;5,45;6,39;0,28;26,89;;
07/05/20 01:00;1,04;6,37;7,03;0,28;;;
07/05/20 02:00;1,16;5,34;6,68;0,29;24,93;;
07/05/20 03:00;1,07;4,63;4,93;0,28;;;
07/05/20 04:00;1,12;8,87;9,28;0,27;34,71;;
07/05/20 05:00;1,15;5,93;6,59;0,28;;;
07/05/20 06:00;1,12;6,64;7,18;0,28;25,42;;
07/05/20 07:00;1,27;8,78;10,64;0,29;;;
07/05/20 08:00;1,10;8,79;11,05;0,28;32,02;;
07/05/20 09:00;0,97;10,02;13,50;0,31;;;
07/05/20 10:00;0,95;10,16;14,12;0,31;17,84;;
07/05/20 11:00;1,08;8,77;12,08;0,30;;;
07/05/20 12:00;1,08;7,41;10,33;0,29;20,53;;
07/05/20 13:00;1,18;6,31;8,11;0,27;;;
07/05/20 14:00;1,16;5,31;6,64;0,26;13,69;;
07/05/20 15:00;1,12;5,56;6,72;0,27;;;
07/05/20 16:00;1,25;7,68;9,50;0,28;12,96;;
07/05/20 17:00;1,26;8,78;10,80;0,29;;;
07/05/20 18:00;1,14;11,04;13,56;0,29;17,60;;
07/05/20 19:00;1,06;11,42;13,92;0,29;;;
07/05/20 20:00;1,24;10,19;11,95;0,29;27,62;;
07/05/20 21:00;1,19;12,45;15,29;0,30;;;
07/05/20 22:00;1,06;11,78;13,67;0,30;23,47;;
07/05/20 23:00;1,24;14,44;16,78;0,31;;;
07/06/20 00:00;1,23;7,74;9,04;0,29;37,89;;
07/06/20 01:00;1,32;5,17;5,72;0,28;;;
07/06/20 02:00;1,29;;;0,27;49,87;;
07/06/20 03:00;1,35;8,73;9,01;;;;
07/06/20 04:00;;8,51;9,10;0,28;27,13;;
07/06/20 05:00;1,15;9,27;10,20;0,29;;;
07/06/20 06:00;1,26;25,72;49,98;0,32;15,89;;
07/06/20 07:00;1,22;23,69;43,37;0,33;;;
07/06/20 08:00;1,31;31,69;66,28;0,33;30,31;;
07/06/20 09:00;1,31;35,02;74,02;0,33;;;
07/06/20 10:00;1,16;17,57;29,66;0,32;19,07;;
07/06/20 11:00;0,96;12,45;19,75;0,28;;;
07/06/20 12:00;1,10;8,49;13,44;0,25;14,18;;
07/06/20 13:00;1,17;16,94;30,04;0,28;;;
07/06/20 14:00;1,27;6,74;9,04;0,28;13,69;;
07/06/20 15:00;1,30;7,55;9,59;0,28;;;
07/06/20 16:00;1,24;7,15;9,54;0,27;15,89;;
07/06/20 17:00;1,11;8,05;10,77;0,27;;;
07/06/20 18:00;1,13;9,38;12,23;0,29;9,53;;
07/06/20 19:00;1,14;8,44;11,20;0,30;;;
07/06/20 20:00;0,97;14,46;17,62;0,32;17,11;;
07/06/20 21:00;1,03;13,42;14,76;0,34;;;
07/06/20 22:00;1,02;11,11;12,60;0,32;31,53;;
07/06/20 23:00;1,06;10,24;11,34;0,31;;;
07/07/20 00:00;1,13;7,00;8,41;0,31;42,78;;
07/07/20 01:00;1,21;8,69;9,73;0,31;;;
07/07/20 02:00;1,25;8,49;9,46;0,29;23,96;;
07/07/20 03:00;1,25;7,53;8,03;0,28;;;
07/07/20 04:00;1,16;8,89;9,51;0,29;18,09;;
07/07/20 05:00;1,17;17,53;20,32;0,31;;;
07/07/20 06:00;1,40;16,68;18,93;0,30;11,00;;
07/07/20 07:00;1,08;12,79;16,01;0,32;;;
07/07/20 08:00;1,05;15,06;20,46;0,32;11,00;;
07/07/20 09:00;1,26;12,88;17,36;0,30;;;
07/07/20 10:00;0,99;13,09;17,40;0,32;7,09;;
07/07/20 11:00;1,03;11,52;15,84;0,32;;;
07/07/20 12:00;1,19;11,31;15,57;0,32;5,62;;
07/07/20 13:00;1,15;11,29;16,37;0,33;;;
07/07/20 14:00;1,14;8,42;11,93;0,28;14,67;;
07/07/20 15:00;1,07;8,94;12,52;0,30;;;
07/07/20 16:00;1,05;7,46;9,72;0,31;26,64;;
07/07/20 17:00;1,07;6,53;8,53;0,27;;;
07/07/20 18:00;0,88;7,12;9,04;0,25;30,80;;
07/07/20 19:00;1,10;7,00;9,24;0,26;;;
07/07/20 20:00;1,11;9,25;11,46;0,26;23,47;;
07/07/20 21:00;1,18;7,05;8,39;0,25;;;
07/07/20 22:00;1,12;7,48;8,31;0,26;21,51;;
07/07/20 23:00;1,08;6,06;6,78;0,26;;;
07/08/20 00:00;1,12;6,19;6,94;0,26;17,11;;
07/08/20 01:00;1,09;4,35;4,88;0,25;;;
07/08/20 02:00;1,04;;;0,24;25,42;;
07/08/20 03:00;1,15;5,03;5,19;;;;
07/08/20 04:00;;6,10;6,47;0,24;17,11;;
07/08/20 05:00;1,34;9,16;10,26;0,24;;;
07/08/20 06:00;1,26;11,53;13,70;0,24;10,76;;
07/08/20 07:00;1,14;11,72;18,42;0,24;;;
07/08/20 08:00;1,39;20,67;43,63;0,26;7,09;;
07/08/20 09:00;1,25;9,56;13,71;0,24;;;
07/08/20 10:00;1,08;8,23;11,55;0,23;5,87;;
07/08/20 11:00;1,21;9,98;14,50;0,23;;;
07/08/20 12:00;1,19;8,31;11,95;0,25;11,98;;
07/08/20 13:00;1,26;6,57;8,98;0,24;;;
07/08/20 14:00;1,25;6,74;9,08;0,22;7,82;;
07/08/20 15:00;1,13;5,28;6,76;0,21;;;
07/08/20 16:00;1,19;5,50;6,90;0,21;15,16;;
07/08/20 17:00;1,25;6,74;9,19;0,23;;;
07/08/20 18:00;1,19;9,96;12,81;0,25;13,93;;
07/08/20 19:00;1,09;12,66;16,62;0,25;;;
07/08/20 20:00;1,20;12,44;16,27;0,27;8,80;;
07/08/20 21:00;1,22;9,87;11,44;0,26;;;
07/08/20 22:00;1,21;6,87;7,81;0,25;16,38;;
07/08/20 23:00;1,09;8,55;9,55;0,26;;;
07/09/20 00:00;1,07;12,02;13,21;0,26;17,11;;
07/09/20 01:00;1,15;7,94;8,57;0,26;;;
07/09/20 02:00;1,11;5,75;6,09;0,26;10,51;;
07/09/20 03:00;1,16;7,02;7,31;0,26;;;
07/09/20 04:00;1,15;12,70;13,68;0,28;18,09;;
07/09/20 05:00;1,09;17,89;19,91;0,29;;;
07/09/20 06:00;1,09;22,62;29,45;0,32;25,91;;
07/09/20 07:00;1,39;25,88;44,88;0,32;;;
07/09/20 08:00;1,11;20,39;36,40;0,31;19,31;;
07/09/20 09:00;1,24;19,45;35,20;0,31;;;
07/09/20 10:00;1,12;15,17;25,37;0,31;11,98;;
07/09/20 11:00;1,11;10,13;15,19;0,31;;;
07/09/20 12:00;1,08;9,20;11,74;0,34;27,38;;
07/09/20 13:00;0,97;8,27;11,17;0,27;;;
07/09/20 14:00;1,10;6,00;8,23;0,25;19,31;;
07/09/20 15:00;1,21;5,75;7,51;0,25;;;
07/09/20 16:00;1,14;7,52;9,52;0,26;20,04;;
07/09/20 17:00;1,11;8,25;10,89;0,25;;;
07/09/20 18:00;1,09;11,36;14,76;0,27;15,64;;
07/09/20 19:00;1,09;11,83;15,35;0,29;;;
07/09/20 20:00;1,12;15,66;18,61;0,31;16,87;;
07/09/20 21:00;1,21;23,26;26,49;0,32;;;
07/09/20 22:00;1,27;15,23;16,44;0,30;19,31;;
07/09/20 23:00;1,03;13,83;15,51;0,29;;;
07/10/20 00:00;1,35;25,80;29,53;0,32;22,24;;
07/10/20 01:00;1,01;15,71;18,83;0,31;;;
07/10/20 02:00;1,26;;;0,30;14,42;;
07/10/20 03:00;1,13;12,10;13,16;;;;
07/10/20 04:00;;18,95;21,83;0,30;11,73;;
07/10/20 05:00;1,31;32,89;42,93;0,35;;;
07/10/20 06:00;1,42;47,04;68,13;0,39;11,00;;
07/10/20 07:00;1,32;43,78;72,92;0,43;;;
07/10/20 08:00;1,51;28,27;62,09;0,33;17,11;;
07/10/20 09:00;1,94;56,03;148,22;0,36;;;
07/10/20 10:00;1,26;18,98;39,75;0,30;9,78;;
07/10/20 11:00;1,44;20,71;39,07;0,29;;;
07/10/20 12:00;1,41;19,92;37,82;0,27;65,02;;
07/10/20 13:00;1,36;16,30;31,10;0,26;;;
07/10/20 14:00;1,40;11,74;19,85;0,25;112,93;;
07/10/20 15:00;1,28;6,50;8,61;0,23;;;
07/10/20 16:00;1,02;7,05;10,45;0,23;104,13;;
07/10/20 17:00;1,10;6,52;9,00;0,25;;;
07/10/20 18:00;0,99;8,75;12,15;0,27;55,98;;
07/10/20 19:00;1,39;11,60;14,92;0,30;;;
07/10/20 20:00;1,31;26,74;31,19;0,35;38,62;;
07/10/20 21:00;1,38;33,22;35,95;0,36;;;
07/10/20 22:00;1,24;39,90;45,73;0,41;29,58;;
07/10/20 23:00;1,23;46,78;54,01;0,46;;;
07/11/20 00:00;1,31;43,98;50,21;0,40;44,00;;
07/11/20 01:00;1,27;31,94;35,46;0,34;;;
07/11/20 02:00;1,15;20,02;23,37;0,34;30,07;;
07/11/20 03:00;1,27;23,33;26,96;0,33;;;
07/11/20 04:00;1,42;37,84;43,19;0,39;21,51;;
07/11/20 05:00;1,52;54,73;67,16;0,43;;;
07/11/20 06:00;1,44;43,24;63,17;0,42;14,91;;
07/11/20 07:00;1,57;50,01;81,48;0,50;;;
07/11/20 08:00;1,45;28,05;38,43;0,35;14,18;;
07/11/20 09:00;1,41;21,52;28,52;0,34;;;
07/11/20 10:00;1,20;22,51;29,60;0,33;14,91;;
07/11/20 11:00;1,59;40,56;56,20;0,33;;;
07/11/20 12:00;1,46;33,72;42,67;0,34;13,93;;
07/11/20 13:00;1,23;23,32;29,33;0,29;;;
07/11/20 14:00;1,38;14,18;17,41;0,26;10,27;;
07/11/20 15:00;1,22;16,27;19,68;0,26;;;
07/11/20 16:00;1,21;16,46;20,11;0,26;15,16;;
07/11/20 17:00;1,19;19,76;25,86;0,27;;;
07/11/20 18:00;1,39;24,31;33,84;0,32;20,53;;
07/11/20 19:00;1,28;35,72;46,76;0,36;;;
07/11/20 20:00;1,32;59,60;82,23;0,39;22,49;;
07/11/20 21:00;1,46;44,01;51,23;0,46;;;
07/11/20 22:00;1,42;30,23;35,56;0,44;27,62;;
07/11/20 23:00;1,31;43,70;50,60;0,47;;;
07/12/20 00:00;1,07;44,37;52,49;0,46;27,13;;
07/12/20 01:00;1,27;29,40;34,80;0,40;;;
07/12/20 02:00;1,22;;;0,39;31,29;;
07/12/20 03:00;1,33;35,27;38,15;;;;
07/12/20 04:00;;20,32;23,37;0,39;29,82;;
07/12/20 05:00;1,38;23,53;27,33;0,36;;;
07/12/20 06:00;1,25;18,71;21,45;0,36;19,80;;
07/12/20 07:00;1,36;16,97;21,18;0,37;;;
07/12/20 08:00;1,52;12,83;16,09;0,36;28,60;;
07/12/20 09:00;1,30;11,00;14,96;0,35;;;
07/12/20 10:00;1,22;11,24;15,00;0,33;22,73;;
07/12/20 11:00;1,07;8,02;10,62;0,31;;;
07/12/20 12:00;0,84;6,93;9,57;0,31;19,56;;
07/12/20 13:00;1,11;6,64;8,42;0,31;;;
07/12/20 14:00;1,12;5,96;7,19;0,28;25,18;;
07/12/20 15:00;1,14;6,19;8,10;0,27;;;
07/12/20 16:00;1,02;6,78;8,71;0,26;23,22;;
07/12/20 17:00;1,09;6,98;9,03;0,25;;;
07/12/20 18:00;1,03;8,28;10,37;0,27;20,04;;
07/12/20 19:00;1,00;10,85;13,42;0,27;;;
07/12/20 20:00;1,13;10,36;13,34;0,26;22,24;;
07/12/20 21:00;1,06;9,04;11,02;0,27;;;
07/12/20 22:00;1,33;5,93;7,33;0,26;25,42;;
07/12/20 23:00;1,04;5,84;7,35;0,25;;;
13/07/2020 00:00;1,15;5,19;6,13;0,24;22,73;;
13/07/2020 01:00;1,09;4,49;5,25;0,23;;;
13/07/2020 02:00;1,07;4,78;5,18;0,23;18,82;;
13/07/2020 03:00;1,28;4,16;4,57;0,24;;;
13/07/2020 04:00;1,16;4,77;5,17;0,25;22,73;;
13/07/2020 05:00;1,06;7,98;8,73;0,25;;;
13/07/2020 06:00;1,14;9,43;16,48;0,27;41,55;;
13/07/2020 07:00;1,44;20,99;60,96;0,28;;;
13/07/2020 08:00;1,31;20,86;57,30;0,27;34,95;;
13/07/2020 09:00;1,27;16,35;43,23;0,25;;;
13/07/2020 10:00;1,08;12,51;24,38;0,25;41,80;;
13/07/2020 11:00;1,32;11,23;17,99;0,22;;;
13/07/2020 12:00;1,16;8,53;11,32;0,21;42,53;;
13/07/2020 13:00;1,33;7,94;10,99;0,20;;;
13/07/2020 14:00;1,21;5,69;7,27;0,20;28,11;;
13/07/2020 15:00;1,22;5,02;6,51;0,20;;;
13/07/2020 16:00;1,18;7,20;9,53;0,22;22,73;;
13/07/2020 17:00;1,21;9,55;12,40;0,22;;;
13/07/2020 18:00;1,31;9,64;13,16;0,24;15,16;;
13/07/2020 19:00;1,28;10,85;14,07;0,25;;;
13/07/2020 20:00;1,07;9,98;12,32;0,24;18,82;;
13/07/2020 21:00;1,08;6,67;8,20;0,24;;;
13/07/2020 22:00;1,22;6,75;7,78;0,24;14,18;;
13/07/2020 23:00;1,39;5,84;6,59;0,24;;;
14/07/2020 00:00;1,13;8,23;9,45;0,25;16,62;;
14/07/2020 01:00;1,18;4,57;5,58;0,24;;;
14/07/2020 02:00;1,11;;;0,25;19,80;;
14/07/2020 03:00;1,14;5,81;6,03;;;;
14/07/2020 04:00;;6,61;7,22;0,26;19,07;;
14/07/2020 05:00;1,31;13,05;15,19;0,25;;;
14/07/2020 06:00;1,38;17,05;21,16;0,29;23,47;;
14/07/2020 07:00;1,33;8,56;10,73;0,24;;;
14/07/2020 08:00;1,06;5,64;8,01;0,23;13,44;;
14/07/2020 09:00;1,08;7,66;11,33;0,25;;;
14/07/2020 10:00;1,12;6,45;8,90;0,23;8,31;;
14/07/2020 11:00;1,23;5,58;8,13;0,24;;;
14/07/2020 12:00;1,16;5,19;7,76;0,24;6,11;;
14/07/2020 13:00;1,10;6,07;8,59;0,24;;;
14/07/2020 14:00;1,11;6,24;8,83;0,22;12,22;;
14/07/2020 15:00;1,20;8,03;10,36;0,22;;;
14/07/2020 16:00;1,25;6,59;8,44;0,22;8,31;;
14/07/2020 17:00;1,23;6,73;8,53;0,24;;;
14/07/2020 18:00;1,18;6,96;9,30;0,26;11,24;;
14/07/2020 19:00;1,30;9,65;13,08;0,27;;;
14/07/2020 20:00;1,26;15,23;19,12;0,28;12,71;;
14/07/2020 21:00;1,16;20,85;23,40;0,30;;;
14/07/2020 22:00;1,27;47,11;54,20;0,37;22,49;;
14/07/2020 23:00;1,34;59,39;69,38;0,37;;;
15/07/2020 00:00;1,32;42,31;52,32;0,35;23,71;;
15/07/2020 01:00;1,35;27,41;30,59;0,31;;;
15/07/2020 02:00;1,27;23,22;26,46;0,32;28,60;;
15/07/2020 03:00;1,40;29,12;31,82;0,33;;;
15/07/2020 04:00;1,22;19,97;23,31;0,34;30,07;;
15/07/2020 05:00;1,27;37,88;54,09;0,36;;;
15/07/2020 06:00;1,64;61,99;114,99;0,42;19,80;;
15/07/2020 07:00;2,00;68,21;166,03;0,51;;;
15/07/2020 08:00;1,48;42,11;58,73;0,35;21,27;;
15/07/2020 09:00;1,32;23,75;32,17;0,32;;;
15/07/2020 10:00;1,50;22,73;32,99;0,33;22,98;;
15/07/2020 11:00;1,35;19,20;27,03;0,30;;;
15/07/2020 12:00;1,50;19,71;37,70;0,27;20,53;;
