NetC;;;Brindisi;;;;
Stat;;;Via Crati-Rione Perrino;;;;
Parm;SO2;NO2;NOX;CO;PM10;;
;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;;
;;;;;;;
;;;;;;;
24/07/2020 02:00;3,29;;;0,52;24,42;;
24/07/2020 03:00;3,41;10,90;11,82;;;;
24/07/2020 04:00;3,30;16,40;17,39;0,49;18,07;;
24/07/2020 05:00;3,16;14,02;16,76;0,49;;;
24/07/2020 06:00;3,44;25,89;35,34;0,52;14,16;;
24/07/2020 07:00;3,47;26,22;31,23;0,51;;;
24/07/2020 08:00;3,42;22,11;26,17;0,51;19,29;;
24/07/2020 09:00;3,53;20,40;24,20;0,49;;;
24/07/2020 10:00;3,37;17,16;21,27;0,49;24,66;;
24/07/2020 11:00;3,26;11,75;14,01;0,46;;;
24/07/2020 12:00;3,06;17,33;21,01;0,45;23,44;;
24/07/2020 13:00;3,07;22,07;27,20;0,45;;;
24/07/2020 14:00;2,85;16,15;19,22;0,46;22,47;;
24/07/2020 15:00;3,21;12,40;14,67;0,46;;;
24/07/2020 16:00;3,22;12,07;14,41;0,47;13,68;;
24/07/2020 17:00;2,77;11,03;12,38;0,47;;;
24/07/2020 18:00;2,57;6,26;7,21;0,45;19,29;;
24/07/2020 19:00;2,60;9,44;10,39;0,47;;;
24/07/2020 20:00;2,83;8,05;8,94;0,49;10,50;;
24/07/2020 21:00;2,40;12,81;13,71;0,51;;;
24/07/2020 22:00;2,75;10,24;11,12;0,53;11,23;;
24/07/2020 23:00;2,59;8,17;9,03;0,53;;;
25/07/2020 00:00;2,68;10,45;11,41;0,52;15,38;;
25/07/2020 01:00;2,79;18,85;19,94;0,50;;;
25/07/2020 02:00;2,84;10,68;11,61;0,49;27,11;;
25/07/2020 03:00;3,07;11,00;11,91;0,50;;;
25/07/2020 04:00;2,97;9,82;10,73;0,51;42,98;;
25/07/2020 05:00;2,81;7,19;8,08;0,50;;;
25/07/2020 06:00;2,61;17,90;20,79;0,51;71,55;;
25/07/2020 07:00;2,95;16,53;19,00;0,51;;;
25/07/2020 08:00;2,80;16,93;20,20;0,51;51,77;;
25/07/2020 09:00;2,77;13,01;15,54;0,50;;;
25/07/2020 10:00;2,79;11,95;14,58;0,51;30,28;;
25/07/2020 11:00;2,72;10,21;12,44;0,50;;;
25/07/2020 12:00;2,78;9,09;11,36;0,50;15,63;;
25/07/2020 13:00;2,63;8,75;11,20;0,49;;;
25/07/2020 14:00;2,73;4,73;6,02;0,49;22,95;;
25/07/2020 15:00;2,52;3,93;5,02;0,48;;;
25/07/2020 16:00;2,51;6,69;7,92;0,48;23,20;;
25/07/2020 17:00;2,68;19,49;23,27;0,49;;;
25/07/2020 18:00;2,70;20,79;24,34;0,48;12,70;;
25/07/2020 19:00;2,82;11,86;13,44;0,47;;;
25/07/2020 20:00;2,76;12,41;13,60;0,46;24,91;;
25/07/2020 21:00;2,78;8,79;9,83;0,45;;;
25/07/2020 22:00;3,47;10,31;11,33;0,46;17,34;;
25/07/2020 23:00;3,25;8,84;9,83;0,45;;;
26/07/2020 00:00;3,31;8,86;9,84;0,45;21,73;;
26/07/2020 01:00;;8,64;9,60;0,44;;;
26/07/2020 02:00;3,09;;;0,44;12,21;;
26/07/2020 03:00;2,96;8,02;8,90;;;;
26/07/2020 04:00;3,29;6,86;7,69;0,45;18,80;;
26/07/2020 05:00;4,67;6,01;6,88;0,45;;;
26/07/2020 06:00;4,88;6,44;7,42;0,44;10,26;;
26/07/2020 07:00;5,04;6,12;7,30;0,44;;;
26/07/2020 08:00;4,77;5,04;6,21;0,43;7,33;;
26/07/2020 09:00;4,84;6,79;8,50;0,44;;;
26/07/2020 10:00;4,88;6,97;8,74;0,45;3,91;;
26/07/2020 11:00;4,96;7,43;9,35;0,46;;;
26/07/2020 12:00;4,77;6,70;8,49;0,47;4,40;;
26/07/2020 13:00;5,14;7,72;9,74;0,46;;;
26/07/2020 14:00;5,15;6,52;8,11;0,47;13,43;;
26/07/2020 15:00;4,92;6,61;8,29;0,46;;;
26/07/2020 16:00;5,00;7,27;9,00;0,46;18,32;;
26/07/2020 17:00;4,98;8,81;10,53;0,46;;;
26/07/2020 18:00;4,93;7,59;8,97;0,46;9,77;;
26/07/2020 19:00;5,08;8,58;9,66;0,47;;;
26/07/2020 20:00;4,99;9,82;10,80;0,47;5,37;;
26/07/2020 21:00;4,79;8,50;9,45;0,47;;;
26/07/2020 22:00;5,11;18,29;19,30;0,47;6,35;;
26/07/2020 23:00;5,28;19,89;20,91;0,48;;;
27/07/2020 00:00;4,93;21,62;22,60;0,49;8,06;;
27/07/2020 01:00;4,94;10,78;11,67;0,49;;;
27/07/2020 02:00;5,11;9,27;10,16;0,50;12,21;;
27/07/2020 03:00;4,50;7,32;8,18;0,47;;;
27/07/2020 04:00;4,97;8,07;8,92;0,45;13,19;;
27/07/2020 05:00;5,02;14,96;15,93;0,44;;;
27/07/2020 06:00;4,78;25,39;28,80;0,50;10,50;;
27/07/2020 07:00;4,75;22,81;28,01;0,50;;;
27/07/2020 08:00;4,69;18,45;22,79;0,48;15,63;;
27/07/2020 09:00;4,69;17,13;21,69;0,50;;;
27/07/2020 10:00;4,88;20,06;25,66;0,50;18,32;;
27/07/2020 11:00;4,91;16,02;20,13;0,51;;;
27/07/2020 12:00;4,85;11,80;15,51;0,51;24,66;;
27/07/2020 13:00;4,76;;;0,50;;;
27/07/2020 14:00;4,69;10,42;13,34;0,48;21,25;;
27/07/2020 15:00;4,73;11,76;14,73;0,49;;;
27/07/2020 16:00;5,45;12,55;16,13;0,48;15,63;;
27/07/2020 17:00;5,56;10,97;12,99;0,49;;;
27/07/2020 18:00;5,51;10,21;11,87;0,48;9,28;;
27/07/2020 19:00;5,33;10,61;11,97;0,48;;;
27/07/2020 20:00;5,57;10,09;11,09;0,50;11,72;;
27/07/2020 21:00;5,43;11,03;12,03;0,50;;;
27/07/2020 22:00;5,49;11,45;12,51;0,49;14,65;;
27/07/2020 23:00;5,28;13,61;14,63;0,51;;;
28/07/2020 00:00;5,41;12,40;13,34;0,50;15,14;;
28/07/2020 01:00;;10,30;11,22;0,48;;;
28/07/2020 02:00;5,58;;;0,46;7,81;;
28/07/2020 03:00;5,54;11,94;12,91;;;;
28/07/2020 04:00;5,35;9,72;10,68;0,48;4,40;;
28/07/2020 05:00;5,61;10,16;11,22;0,48;;;
28/07/2020 06:00;5,26;11,63;13,24;0,51;12,21;;
28/07/2020 07:00;5,11;13,74;16,58;0,52;;;
28/07/2020 08:00;5,51;15,64;19,38;0,53;23,44;;
28/07/2020 09:00;5,33;18,13;22,84;0,53;;;
28/07/2020 10:00;5,77;18,06;23,35;0,53;18,32;;
28/07/2020 11:00;5,32;17,04;21,66;0,53;;;
28/07/2020 12:00;5,33;16,62;21,27;0,53;22,22;;
28/07/2020 13:00;5,75;23,10;30,56;0,54;;;
28/07/2020 14:00;5,98;21,12;27,08;0,53;29,30;;
28/07/2020 15:00;6,00;42,25;64,64;0,52;;;
28/07/2020 16:00;5,74;24,43;32,81;0,51;20,51;;
28/07/2020 17:00;5,59;17,54;20,63;0,50;;;
28/07/2020 18:00;5,70;16,99;19,26;0,48;17,09;;
28/07/2020 19:00;5,69;17,21;19,08;0,50;;;
28/07/2020 20:00;5,41;14,91;16,28;0,54;9,52;;
28/07/2020 21:00;5,55;12,81;13,72;0,55;;;
28/07/2020 22:00;5,60;12,30;13,21;0,57;11,23;;
28/07/2020 23:00;5,60;10,28;11,15;0,55;;;
29/07/2020 00:00;5,63;14,63;15,54;0,50;19,05;;
29/07/2020 01:00;5,79;42,65;43,85;0,52;;;
29/07/2020 02:00;5,62;29,53;30,61;0,54;9,52;;
29/07/2020 03:00;5,77;13,04;13,94;0,51;;;
29/07/2020 04:00;5,87;9,39;10,25;0,47;9,52;;
29/07/2020 05:00;5,80;36,85;41,02;0,48;;;
29/07/2020 06:00;6,01;41,31;50,21;0,53;5,37;;
29/07/2020 07:00;6,09;31,76;39,87;0,56;;;
29/07/2020 08:00;5,92;33,44;45,36;0,53;4,88;;
29/07/2020 09:00;5,73;34,87;47,18;0,49;;;
29/07/2020 10:00;5,68;24,59;30,71;0,49;15,63;;
29/07/2020 11:00;5,82;16,14;19,54;0,49;;;
29/07/2020 12:00;5,85;19,43;23,59;0,51;25,64;;
29/07/2020 13:00;5,76;16,66;19,93;0,49;;;
29/07/2020 14:00;5,59;10,57;12,49;0,49;19,54;;
29/07/2020 15:00;6,07;10,94;12,86;0,49;;;
29/07/2020 16:00;5,90;28,02;39,49;0,49;12,94;;
29/07/2020 17:00;5,96;28,42;38,11;0,49;;;
29/07/2020 18:00;5,62;18,99;21,03;0,49;12,21;;
29/07/2020 19:00;5,81;14,38;15,47;0,50;;;
29/07/2020 20:00;5,75;19,91;20,84;0,54;7,33;;
29/07/2020 21:00;5,58;18,08;18,97;0,55;;;
29/07/2020 22:00;5,95;30,28;31,23;0,55;14,41;;
29/07/2020 23:00;5,71;33,87;34,85;0,56;;;
30/07/2020 00:00;5,50;56,46;60,54;0,59;14,41;;
30/07/2020 01:00;;27,43;30,71;0,52;;;
30/07/2020 02:00;6,10;;;0,50;13,68;;
30/07/2020 03:00;6,02;18,49;19,61;;;;
30/07/2020 04:00;6,17;34,51;35,80;0,49;12,21;;
30/07/2020 05:00;5,81;41,82;43,52;0,51;;;
30/07/2020 06:00;5,97;37,35;41,67;0,51;12,21;;
30/07/2020 07:00;5,49;48,01;59,55;0,55;;;
30/07/2020 08:00;5,42;41,23;51,44;0,51;20,27;;
30/07/2020 09:00;5,60;32,02;40,20;0,50;;;
30/07/2020 10:00;5,39;18,67;22,36;0,51;21,98;;
30/07/2020 11:00;5,09;22,67;27,19;0,51;;;
30/07/2020 12:00;5,06;;;0,50;42,49;;
30/07/2020 13:00;5,76;;;0,53;;;
30/07/2020 14:00;5,63;14,74;17,50;0,52;26,37;;
30/07/2020 15:00;5,10;13,81;15,97;0,55;;;
30/07/2020 16:00;5,19;16,80;19,46;0,52;25,15;;
30/07/2020 17:00;5,13;18,64;21,25;0,52;;;
30/07/2020 18:00;5,18;23,94;25,64;0,53;21,98;;
30/07/2020 19:00;4,96;33,08;35,33;0,55;;;
30/07/2020 20:00;4,99;50,33;51,31;0,58;0,49;;
30/07/2020 21:00;4,95;36,80;37,16;0,59;;;
30/07/2020 22:00;4,65;55,62;56,63;0,60;15,63;;
30/07/2020 23:00;4,85;55,88;57,04;0,61;;;
31/07/2020 00:00;4,80;60,90;62,42;0,63;13,68;;
31/07/2020 01:00;5,04;45,59;46,49;0,64;;;
31/07/2020 02:00;5,06;36,13;36,62;0,61;20,27;;
31/07/2020 03:00;4,81;28,44;28,88;0,58;;;
31/07/2020 04:00;4,74;34,67;35,12;0,59;19,78;;
31/07/2020 05:00;4,40;29,52;29,97;0,58;;;
31/07/2020 06:00;4,60;32,36;34,26;0,61;10,99;;
31/07/2020 07:00;4,80;49,54;58,19;0,59;;;
31/07/2020 08:00;4,63;51,76;64,89;0,60;5,86;;
31/07/2020 09:00;4,29;35,69;43,08;0,58;;;
31/07/2020 10:00;4,47;32,72;39,37;0,58;27,84;;
31/07/2020 11:00;4,49;26,45;32,78;0,56;;;
31/07/2020 12:00;4,42;33,84;41,00;0,56;45,42;;
31/07/2020 13:00;4,34;26,09;32,17;0,57;;;
31/07/2020 14:00;3,95;8,31;9,26;0,58;34,92;;
31/07/2020 15:00;4,23;10,85;12,26;0,58;;;
31/07/2020 16:00;4,10;14,89;18,37;0,57;32,97;;
31/07/2020 17:00;4,33;29,99;34,94;0,56;;;
31/07/2020 18:00;4,17;22,20;23,62;0,56;24,42;;
31/07/2020 19:00;4,03;23,05;23,72;0,60;;;
31/07/2020 20:00;4,50;23,28;23,65;0,61;13,19;;
31/07/2020 21:00;4,35;13,14;13,45;0,60;;;
31/07/2020 22:00;4,30;14,45;14,77;0,63;25,40;;
31/07/2020 23:00;4,12;12,39;12,67;0,63;;;
08/01/20 00:00;4,37;17,56;17,92;0,60;27,35;;
08/01/20 01:00;;18,84;19,21;0,60;;;
08/01/20 02:00;4,44;;;0,64;16,61;;
08/01/20 03:00;4,35;24,67;25,13;;;;
08/01/20 04:00;4,08;20,73;21,18;0,63;23,93;;
08/01/20 05:00;3,90;15,90;16,45;0,62;;;
08/01/20 06:00;4,20;22,84;24,40;0,64;26,86;;
08/01/20 07:00;4,19;16,70;18,54;0,65;;;
08/01/20 08:00;4,21;15,20;17,35;0,65;37,12;;
08/01/20 09:00;4,19;12,93;14,71;0,64;;;
08/01/20 10:00;4,23;16,27;19,23;0,64;24,91;;
08/01/20 11:00;3,98;13,71;15,93;0,64;;;
08/01/20 12:00;4,15;12,16;14,13;0,65;33,70;;
08/01/20 13:00;3,94;13,75;16,11;0,64;;;
08/01/20 14:00;3,79;7,03;8,03;0,64;41,51;;
08/01/20 15:00;3,84;7,91;9,04;0,64;;;
08/01/20 16:00;3,86;7,73;8,50;0,64;36,39;;
08/01/20 17:00;3,88;9,17;10,13;0,65;;;
08/01/20 18:00;3,88;9,72;10,44;0,65;26,62;;
08/01/20 19:00;3,72;10,56;11,10;0,65;;;
08/01/20 20:00;3,84;11,87;12,30;0,66;36,14;;
08/01/20 21:00;3,88;12,55;12,99;0,66;;;
08/01/20 22:00;3,78;9,36;9,76;0,66;37,61;;
08/01/20 23:00;3,90;7,77;8,12;0,66;;;
08/02/20 00:00;3,84;8,37;8,73;0,66;33,21;;
08/02/20 01:00;3,60;8,15;8,51;0,66;;;
08/02/20 02:00;3,77;7,70;8,11;0,65;35,90;;
08/02/20 03:00;3,60;10,75;11,21;0,66;;;
08/02/20 04:00;3,67;13,50;14,08;0,68;26,62;;
08/02/20 05:00;3,84;10,78;11,24;0,67;;;
08/02/20 06:00;3,88;8,72;9,23;0,66;29,06;;
08/02/20 07:00;3,45;8,26;9,18;0,65;;;
08/02/20 08:00;3,77;7,90;8,99;0,63;34,43;;
08/02/20 09:00;3,78;13,71;16,67;0,64;;;
08/02/20 10:00;3,57;12,71;15,30;0,63;35,41;;
08/02/20 11:00;3,65;7,52;8,44;0,61;;;
08/02/20 12:00;3,41;6,06;6,78;0,60;18,32;;
08/02/20 13:00;3,61;5,83;6,55;0,61;;;
08/02/20 14:00;3,89;7,53;8,33;0,58;25,89;;
08/02/20 15:00;4,84;14,42;16,36;0,57;;;
08/02/20 16:00;4,98;14,20;15,91;0,55;18,32;;
08/02/20 17:00;4,93;17,42;19,37;0,56;;;
08/02/20 18:00;4,70;16,80;18,17;0,57;18,80;;
08/02/20 19:00;4,63;21,42;22,19;0,60;;;
08/02/20 20:00;4,60;13,06;13,41;0,63;12,21;;
08/02/20 21:00;4,70;14,21;14,54;0,63;;;
08/02/20 22:00;4,75;17,06;17,39;0,64;29,79;;
08/02/20 23:00;4,37;20,17;20,54;0,67;;;
08/03/20 00:00;4,25;28,52;28,89;0,65;36,63;;
08/03/20 01:00;;33,79;34,18;0,67;;;
08/03/20 02:00;4,21;;;0,63;19,29;;
08/03/20 03:00;4,11;13,98;14,32;;;;
08/03/20 04:00;3,95;10,21;10,52;0,60;13,19;;
08/03/20 05:00;4,11;11,39;11,72;0,62;;;
08/03/20 06:00;3,92;25,30;26,89;0,65;16,61;;
08/03/20 07:00;3,94;27,37;30,38;0,66;;;
08/03/20 08:00;3,76;12,94;14,10;0,60;34,43;;
08/03/20 09:00;4,06;8,56;9,34;0,57;;;
08/03/20 10:00;4,18;7,69;8,47;0,58;16,61;;
08/03/20 11:00;4,05;6,85;7,54;0,59;;;
08/03/20 12:00;4,00;6,62;7,28;0,57;9,52;;
08/03/20 13:00;4,01;6,08;6,70;0,58;;;
08/03/20 14:00;4,11;5,16;5,72;0,56;5,37;;
08/03/20 15:00;4,49;5,82;6,36;0,57;;;
08/03/20 16:00;4,43;7,47;8,04;0,63;13,43;;
08/03/20 17:00;4,21;6,48;7,02;0,59;;;
08/03/20 18:00;4,32;6,78;7,22;0,57;12,70;;
08/03/20 19:00;4,45;6,13;7,83;0,61;;;
08/03/20 20:00;4,57;9,08;11,57;0,67;12,45;;
08/03/20 21:00;4,31;8,67;10,14;0,66;;;
08/03/20 22:00;4,18;7,31;8,70;0,69;23,69;;
08/03/20 23:00;3,88;3,74;4,91;0,68;;;
08/04/20 00:00;4,01;3,29;4,44;0,68;35,90;;
08/04/20 01:00;3,96;3,07;4,12;0,69;;;
08/04/20 02:00;3,83;3,44;4,43;0,70;37,85;;
08/04/20 03:00;3,44;3,46;4,15;0,71;;;
08/04/20 04:00;3,59;3,65;4,13;0,71;50,06;;
08/04/20 05:00;3,57;5,65;5,96;0,72;;;
08/04/20 06:00;3,71;6,77;7,26;0,70;55,68;;
08/04/20 07:00;3,49;6,93;7,62;0,71;;;
08/04/20 08:00;3,87;8,15;9,11;0,70;64,22;;
08/04/20 09:00;3,55;11,36;12,46;0,69;;;
08/04/20 10:00;3,56;8,54;9,31;0,67;31,75;;
08/04/20 11:00;3,64;6,60;7,43;0,67;;;
08/04/20 12:00;3,69;5,74;6,34;0,66;16,12;;
08/04/20 13:00;3,56;5,59;6,44;0,65;;;
08/04/20 14:00;3,91;5,00;5,95;0,64;28,08;;
08/04/20 15:00;3,44;3,92;4,88;0,64;;;
08/04/20 16:00;3,50;4,63;5,40;0,62;32,72;;
08/04/20 17:00;3,48;3,87;4,53;0,63;;;
08/04/20 18:00;3,73;4,57;5,19;0,62;19,29;;
08/04/20 19:00;3,32;4,69;5,10;0,64;;;
08/04/20 20:00;3,37;5,36;5,72;0,65;23,20;;
08/04/20 21:00;3,47;5,66;6,02;0,67;;;
08/04/20 22:00;3,34;5,76;6,04;0,67;49,82;;
08/04/20 23:00;3,22;5,84;6,17;0,67;;;
08/05/20 00:00;3,28;5,83;6,14;0,67;55,92;;
08/05/20 01:00;;10,42;10,77;0,59;;;
08/05/20 02:00;3,48;;;0,54;69,11;;
08/05/20 03:00;3,44;11,79;12,11;;;;
08/05/20 04:00;3,44;10,29;10,62;0,48;34,19;;
08/05/20 05:00;3,72;9,91;10,72;0,47;;;
08/05/20 06:00;3,55;16,92;19,09;0,52;16,61;;
08/05/20 07:00;3,67;20,43;23,20;0,53;;;
08/05/20 08:00;3,55;23,46;29,32;0,54;8,06;;
08/05/20 09:00;3,44;18,13;23,30;0,55;;;
08/05/20 10:00;3,13;17,91;20,27;0,56;3,66;;
08/05/20 11:00;3,57;15,67;19,59;0,58;;;
08/05/20 12:00;3,65;16,55;20,65;0,56;1,47;;
08/05/20 13:00;3,56;18,40;23,61;0,56;;;
08/05/20 14:00;3,57;12,59;16,05;0,57;14,90;;
08/05/20 15:00;3,67;10,85;13,19;0,57;;;
08/05/20 16:00;3,62;13,59;14,69;0,56;31,01;;
08/05/20 17:00;3,54;17,97;19,82;0,59;;;
08/05/20 18:00;3,49;11,96;12,62;0,60;17,09;;
08/05/20 19:00;3,31;11,26;11,85;0,60;;;
08/05/20 20:00;3,45;13,90;14,40;0,59;41,03;;
08/05/20 21:00;3,29;17,92;18,30;0,60;;;
08/05/20 22:00;3,26;19,80;20,21;0,62;24,91;;
08/05/20 23:00;3,59;15,25;15,63;0,62;;;
08/06/20 00:00;3,78;17,95;18,33;0,62;27,84;;
08/06/20 01:00;3,27;14,18;14,56;0,62;;;
08/06/20 02:00;3,21;11,51;11,83;0,60;27,35;;
08/06/20 03:00;3,48;14,11;14,50;0,60;;;
08/06/20 04:00;3,43;9,51;9,85;0,59;14,41;;
08/06/20 05:00;3,54;10,61;11,02;0,59;;;
08/06/20 06:00;3,72;14,81;15,89;0,61;7,33;;
08/06/20 07:00;3,64;18,08;20,61;0,60;;;
08/06/20 08:00;3,48;18,91;21,22;0,62;4,64;;
08/06/20 09:00;3,64;17,40;21,19;0,64;;;
08/06/20 10:00;3,27;14,82;18,39;0,63;22,47;;
08/06/20 11:00;3,47;14,08;17,57;0,61;;;
08/06/20 12:00;3,60;10,47;13,27;0,60;11,72;;
08/06/20 13:00;3,65;10,32;13,10;0,60;;;
08/06/20 14:00;3,59;9,32;11,53;0,59;19,05;;
08/06/20 15:00;3,54;10,25;12,73;0,59;;;
08/06/20 16:00;3,74;12,22;14,97;0,58;10,01;;
08/06/20 17:00;3,84;20,81;23,07;0,60;;;
08/06/20 18:00;3,68;18,68;20,42;0,61;6,11;;
08/06/20 19:00;3,83;12,93;13,62;0,60;;;
08/06/20 20:00;3,94;16,38;16,86;0,63;5,62;;
08/06/20 21:00;3,88;17,08;17,50;0,62;;;
08/06/20 22:00;4,28;13,64;14,00;0,63;13,68;;
08/06/20 23:00;4,13;11,78;12,10;0,60;;;
08/07/20 00:00;3,70;9,92;10,24;0,60;11,23;;
08/07/20 01:00;;9,91;10,23;0,61;;;
08/07/20 02:00;3,83;;;0,60;10,01;;
08/07/20 03:00;4,09;9,71;10,03;;;;
08/07/20 04:00;3,92;12,76;13,10;0,62;9,28;;
08/07/20 05:00;3,91;15,14;15,93;0,63;;;
08/07/20 06:00;3,75;20,13;21,81;0,65;19,54;;
08/07/20 07:00;3,77;18,14;21,81;0,66;;;
08/07/20 08:00;3,77;17,20;21,40;0,66;24,91;;
08/07/20 09:00;3,62;12,68;16,48;0,62;;;
08/07/20 10:00;3,72;13,42;16,92;0,62;46,64;;
08/07/20 11:00;3,97;13,43;16,63;0,63;;;
08/07/20 12:00;4,13;14,80;18,98;0,64;24,66;;
08/07/20 13:00;4,16;9,56;12,30;0,62;;;
08/07/20 14:00;3,70;7,01;8,38;0,60;20,02;;
08/07/20 15:00;3,89;8,78;10,45;0,59;;;
08/07/20 16:00;3,66;7,69;8,89;0,59;12,94;;
08/07/20 17:00;3,72;9,61;10,93;0,59;;;
08/07/20 18:00;3,82;22,75;26,36;0,60;7,57;;
08/07/20 19:00;3,12;11,55;12,07;0,64;;;
08/07/20 20:00;2,96;14,94;15,34;0,66;5,13;;
08/07/20 21:00;2,92;14,64;15,01;0,66;;;
08/07/20 22:00;2,99;17,58;17,99;0,66;6,59;;
08/07/20 23:00;2,97;15,39;15,81;0,65;;;
08/08/20 00:00;3,09;13,51;13,89;0,64;11,48;;
08/08/20 01:00;2,97;17,66;18,01;0,65;;;
08/08/20 02:00;2,86;11,31;11,64;0,65;7,57;;
08/08/20 03:00;2,83;12,07;12,43;0,67;;;
08/08/20 04:00;2,96;15,81;16,19;0,67;8,55;;
08/08/20 05:00;3,00;14,44;15,16;0,66;;;
08/08/20 06:00;4,29;57,25;217,92;0,67;16,12;;
08/08/20 07:00;3,26;23,88;33,72;0,67;;;
08/08/20 08:00;3,08;14,00;16,80;0,68;23,93;;
08/08/20 09:00;3,01;13,51;16,28;0,68;;;
08/08/20 10:00;2,85;11,11;13,36;0,66;29,79;;
08/08/20 11:00;3,23;9,16;11,24;0,63;;;
08/08/20 12:00;3,17;6,11;7,17;0,61;26,13;;
08/08/20 13:00;2,92;8,70;10,70;0,60;;;
08/08/20 14:00;3,10;4,21;4,89;0,59;23,44;;
08/08/20 15:00;3,07;6,91;8,25;0,61;;;
08/08/20 16:00;3,00;9,02;10,71;0,62;18,56;;
08/08/20 17:00;2,87;10,00;11,58;0,62;;;
08/08/20 18:00;2,78;10,75;11,94;0,64;10,26;;
08/08/20 19:00;2,89;9,63;10,29;0,64;;;
08/08/20 20:00;2,95;10,24;10,73;0,65;9,04;;
08/08/20 21:00;2,91;9,57;10,00;0,65;;;
08/08/20 22:00;2,96;8,89;9,31;0,66;12,94;;
08/08/20 23:00;3,05;9,75;10,21;0,66;;;
08/09/20 00:00;3,08;11,26;11,74;0,66;20,51;;
08/09/20 01:00;;14,05;14,51;0,67;;;
08/09/20 02:00;2,97;;;0,64;21,00;;
08/09/20 03:00;2,92;5,18;5,58;;;;
08/09/20 04:00;3,02;21,90;22,81;0,65;11,97;;
08/09/20 05:00;3,18;28,79;30,03;0,65;;;
08/09/20 06:00;3,22;15,71;16,52;0,65;22,22;;
08/09/20 07:00;3,24;19,84;22,57;0,66;;;
08/09/20 08:00;3,01;22,84;27,26;0,65;29,06;;
08/09/20 09:00;3,08;8,91;10,34;0,64;;;
08/09/20 10:00;3,09;8,11;9,50;0,65;18,32;;
08/09/20 11:00;2,94;5,12;5,92;0,64;;;
08/09/20 12:00;3,00;5,59;6,42;0,63;9,77;;
08/09/20 13:00;3,04;4,52;5,11;0,63;;;
08/09/20 14:00;3,13;4,05;4,57;0,63;11,23;;
08/09/20 15:00;2,95;7,25;8,29;0,64;;;
08/09/20 16:00;2,96;8,87;10,09;0,64;12,21;;
08/09/20 17:00;2,98;12,84;14,28;0,68;;;
08/09/20 18:00;3,52;7,94;8,61;0,68;7,08;;
08/09/20 19:00;3,41;8,07;8,58;0,68;;;
08/09/20 20:00;3,44;9,53;9,95;0,70;7,08;;
08/09/20 21:00;3,32;9,44;9,89;0,70;;;
08/09/20 22:00;3,35;10,48;10,92;0,71;23,20;;
08/09/20 23:00;3,34;9,12;9,50;0,72;;;
08/10/20 00:00;3,15;8,74;9,12;0,73;23,20;;
08/10/20 01:00;3,60;8,91;9,36;0,71;;;
08/10/20 02:00;4,17;8,25;8,72;0,71;37,85;;
08/10/20 03:00;3,76;6,76;7,19;0,71;;;
08/10/20 04:00;3,69;8,38;8,88;0,73;42,25;;
08/10/20 05:00;3,73;8,00;8,57;0,72;;;
08/10/20 06:00;3,54;12,01;13,95;0,74;35,90;;
08/10/20 07:00;3,84;16,10;18,50;0,74;;;
08/10/20 08:00;3,49;17,16;20,31;0,74;37,61;;
08/10/20 09:00;3,37;18,90;24,08;0,73;;;
08/10/20 10:00;3,53;20,76;26,05;0,72;37,85;;
08/10/20 11:00;3,44;18,27;23,72;0,71;;;
08/10/20 12:00;3,65;13,60;17,53;0,71;19,29;;
08/10/20 13:00;3,27;8,20;9,92;0,69;;;
08/10/20 14:00;3,48;6,31;7,70;0,68;20,27;;
08/10/20 15:00;3,25;6,03;7,04;0,67;;;
08/10/20 16:00;3,21;6,55;7,66;0,67;21,98;;
08/10/20 17:00;3,13;16,16;19,19;0,70;;;
08/10/20 18:00;2,96;15,20;16,90;0,70;17,58;;
08/10/20 19:00;2,86;11,24;11,83;0,71;;;
08/10/20 20:00;2,82;10,24;10,70;0,74;16,61;;
08/10/20 21:00;3,87;9,87;10,29;0,74;;;
08/10/20 22:00;4,51;10,58;10,97;0,73;31,50;;
08/10/20 23:00;4,69;22,81;23,30;0,72;;;
08/11/20 00:00;4,82;32,53;33,07;0,76;39,32;;
08/11/20 01:00;;22,46;22,95;0,75;;;
08/11/20 02:00;4,61;;;0,74;30,28;;
08/11/20 03:00;4,80;19,44;19,92;;;;
08/11/20 04:00;4,79;16,68;17,15;0,74;36,87;;
08/11/20 05:00;4,62;19,72;20,23;0,75;;;
08/11/20 06:00;4,60;25,51;27,13;0,78;36,63;;
08/11/20 07:00;4,73;28,85;33,79;0,80;;;
08/11/20 08:00;4,59;25,88;32,06;0,76;33,21;;
08/11/20 09:00;4,73;18,40;22,62;0,73;;;
08/11/20 10:00;4,56;15,19;18,28;0,69;22,47;;
08/11/20 11:00;4,57;13,63;17,68;0,71;;;
08/11/20 12:00;4,30;10,33;12,34;0,69;11,72;;
08/11/20 13:00;4,44;23,79;33,51;0,66;;;
08/11/20 14:00;4,33;6,22;7,22;0,67;16,61;;
08/11/20 15:00;4,47;6,24;7,20;0,66;;;
08/11/20 16:00;4,67;6,67;7,66;0,68;13,68;;
08/11/20 17:00;4,46;6,23;6,97;0,68;;;
08/11/20 18:00;4,22;6,52;7,11;0,69;19,29;;
08/11/20 19:00;4,13;6,59;7,07;0,70;;;
08/11/20 20:00;3,98;8,61;9,03;0,72;14,16;;
08/11/20 21:00;4,09;10,87;11,30;0,73;;;
