Stat;EN02;;;;;;;
Parm;PM10;PM2.5;NOX;NO;NO2;CO;O3;
Unit;ug/m3;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3 293K;
11/04/20 15:00;40;37;9,58;1,17;7,90;0,16;;
11/04/20 16:00;41;39;8,49;1,07;6,95;0,16;136,69;
11/04/20 17:00;43;39;8,37;1,01;6,93;0,17;133,73;
11/04/20 18:00;43;37;9,13;1,04;7,64;0,18;129,41;
11/04/20 19:00;47;39;10,69;1,05;9,19;0,20;117,90;
11/04/20 20:00;51;39;14,67;1,16;12,99;0,24;109,47;
11/04/20 21:00;50;36;20,57;1,02;19,11;0,28;87,61;
11/04/20 22:00;53;37;27,25;1,07;25,72;0,33;57,82;
11/04/20 23:00;58;41;21,92;1,01;20,48;;68,25;
12/04/20 00:00;56;41;17,29;0,98;15,89;0,26;75,37;
12/04/20 01:00;40;27;13,67;0,97;12,29;0,21;89,56;
12/04/20 02:00;36;25;10,59;0,95;9,24;0,18;97,94;
12/04/20 03:00;36;26;10,77;0,95;9,43;0,17;92,72;
12/04/20 04:00;36;25;9,21;0,91;7,92;0,17;101,38;
12/04/20 05:00;35;24;9,92;0,92;8,61;0,17;106,35;
12/04/20 06:00;48;38;14,34;1,01;12,91;0,29;101,18;
12/04/20 07:00;45;34;17,07;1,31;15,17;0,33;84,30;
12/04/20 08:00;40;31;17,61;1,84;14,90;0,29;85,33;
12/04/20 09:00;39;32;9,95;1,21;8,20;0,22;115,12;
12/04/20 10:00;40;34;25,74;6,59;15,79;0,21;126,99;
12/04/20 11:00;39;34;31,60;9,77;16,74;0,17;136,35;
12/04/20 12:00;38;33;6,62;1,03;5,15;0,16;144,94;
12/04/20 13:00;38;36;6,87;1,08;5,31;0,15;146,25;
12/04/20 14:00;37;35;7,06;1,07;5,53;0,14;;
12/04/20 15:00;39;39;7,16;1,09;5,59;0,16;144,35;
12/04/20 16:00;40;38;7,04;0,98;5,64;0,17;145,36;
12/04/20 17:00;40;38;8,49;0,99;7,08;0,18;137,85;
12/04/20 18:00;39;35;12,11;1,08;10,56;0,18;128,67;
12/04/20 19:00;34;29;11,62;0,99;10,21;0,13;123,60;
12/04/20 20:00;36;30;11,26;0,98;9,87;0,16;113,53;
12/04/20 21:00;34;27;9,61;0,95;8,25;0,17;118,01;
12/04/20 22:00;32;24;7,95;0,92;6,66;;122,97;
12/04/20 23:00;29;20;5,75;0,88;4,50;0,12;134,07;
13/04/20 00:00;28;20;6,35;0,91;5,06;0,10;128,80;
13/04/20 01:00;28;19;5,93;0,91;4,64;0,10;128,06;
13/04/20 02:00;27;18;16,12;0,99;14,72;0,11;101,60;
13/04/20 03:00;27;17;10,51;0,92;9,20;0,12;96,76;
13/04/20 04:00;27;17;8,09;0,92;6,79;0,12;93,66;
13/04/20 05:00;28;18;10,78;0,92;9,48;0,13;79,18;
13/04/20 06:00;28;18;12,99;1,00;11,56;0,14;86,91;
13/04/20 07:00;30;20;15,24;1,34;13,30;0,20;86,48;
13/04/20 08:00;33;24;16,13;1,66;13,69;0,27;90,17;
13/04/20 09:00;33;25;12,17;1,38;10,15;0,25;111,17;
13/04/20 10:00;31;25;6,57;1,01;5,13;0,17;127,83;
13/04/20 11:00;32;28;13,39;1,72;10,86;0,17;122,20;
13/04/20 12:00;33;31;11,10;1,48;8,94;0,15;124,49;
13/04/20 13:00;34;34;5,38;0,97;4,00;0,11;;
13/04/20 14:00;35;36;4,68;0,98;3,29;0,09;131,24;
13/04/20 15:00;34;35;4,87;0,98;3,48;0,09;127,11;
13/04/20 16:00;37;37;4,79;0,91;3,50;0,12;133,91;
13/04/20 17:00;38;35;4,91;0,91;3,63;0,12;136,96;
13/04/20 18:00;34;28;4,69;0,91;3,40;0,11;128,91;
13/04/20 19:00;30;23;4,97;0,92;3,66;0,10;114,90;
13/04/20 20:00;28;20;6,18;0,96;4,81;0,11;111,74;
13/04/20 21:00;26;17;5,94;0,93;4,63;;109,82;
13/04/20 22:00;23;15;7,08;0,95;5,73;0,12;101,52;
13/04/20 23:00;22;14;6,89;0,92;5,59;0,13;99,38;
14/04/20 00:00;21;12;6,74;0,91;5,45;0,12;96,95;
14/04/20 01:00;21;12;6,08;0,90;4,80;0,13;95,98;
14/04/20 02:00;21;11;9,12;0,97;7,74;0,13;87,97;
14/04/20 03:00;21;11;13,15;1,00;11,73;0,13;83,69;
14/04/20 04:00;21;10;10,62;0,93;9,30;0,14;85,63;
14/04/20 05:00;22;11;13,81;1,03;12,33;0,15;76,92;
14/04/20 06:00;24;12;22,90;1,25;21,09;0,16;68,36;
14/04/20 07:00;24;13;19,12;1,61;16,76;0,19;69,33;
14/04/20 08:00;26;15;29,75;2,34;26,27;0,28;61,72;
14/04/20 09:00;30;20;26,09;2,05;23,05;0,28;65,26;
14/04/20 10:00;33;22;37,42;6,52;27,66;0,28;60,63;
14/04/20 11:00;28;19;14,37;2,20;11,10;0,23;82,87;
14/04/20 12:00;26;19;17,68;2,41;14,13;0,21;;
14/04/20 13:00;28;23;25,96;3,27;21,06;0,21;85,00;
14/04/20 14:00;34;26;15,46;1,82;12,78;0,24;84,53;
14/04/20 15:00;40;32;16,05;1,85;13,37;0,28;95,75;
14/04/20 16:00;40;30;24,89;4,28;18,56;0,27;83,92;
14/04/20 17:00;41;28;21,09;2,08;18,02;0,25;87,84;
14/04/20 18:00;38;23;11,98;1,11;10,38;0,19;97,30;
14/04/20 19:00;35;20;12,32;1,15;10,66;0,19;95,22;
14/04/20 20:00;30;17;10,41;1,03;8,94;;97,63;
14/04/20 21:00;24;12;9,66;1,11;8,07;0,19;105,25;
14/04/20 22:00;20;10;6,03;0,96;4,67;0,18;98,67;
14/04/20 23:00;21;8;4,61;0,91;3,33;0,18;95,53;
15/04/20 00:00;20;7;3,86;0,91;2,58;0,17;96,33;
15/04/20 01:00;19;7;3,64;0,90;2,37;0,16;98,88;
15/04/20 02:00;18;6;3,68;0,92;2,39;0,14;97,62;
15/04/20 03:00;16;5;4,21;0,92;2,91;0,13;86,50;
15/04/20 04:00;15;5;4,07;0,90;2,79;0,12;81,66;
15/04/20 05:00;15;4;4,79;0,92;3,48;0,12;81,57;
15/04/20 06:00;15;4;5,27;0,94;3,93;0,11;78,82;
15/04/20 07:00;13;3;6,47;1,17;4,79;0,12;76,69;
15/04/20 08:00;12;4;7,13;1,42;4,99;0,12;77,82;
15/04/20 09:00;13;4;5,88;1,34;3,93;0,11;81,74;
15/04/20 10:00;15;7;22,14;8,30;9,58;0,11;79,49;
15/04/20 11:00;17;9;16,23;5,25;8,47;0,11;;
15/04/20 12:00;18;9;23,40;6,95;12,99;0,11;85,83;
15/04/20 13:00;20;10;8,39;2,26;5,09;0,11;89,26;
15/04/20 14:00;20;11;8,38;1,99;5,43;0,11;91,26;
15/04/20 15:00;21;11;7,19;1,44;5,09;0,11;93,33;
15/04/20 16:00;21;12;4,02;0,94;2,69;0,11;94,06;
15/04/20 17:00;20;12;4,30;0,93;2,98;0,11;95,39;
15/04/20 18:00;20;11;4,27;0,94;2,94;0,10;94,17;
15/04/20 19:00;21;11;4,23;0,90;2,95;;94,61;
15/04/20 20:00;20;10;4,42;0,90;3,15;0,10;95,92;
15/04/20 21:00;19;8;6,56;1,07;5,03;0,11;93,54;
15/04/20 22:00;18;7;10,51;0,94;9,18;0,14;72,44;
15/04/20 23:00;16;5;9,44;0,93;8,12;0,12;72,46;
16/04/20 00:00;15;6;7,51;0,88;6,27;0,11;70,96;
16/04/20 01:00;16;7;7,74;0,96;6,37;0,11;74,51;
16/04/20 02:00;16;6;27,66;5,31;19,62;0,11;59,01;
16/04/20 03:00;15;6;8,20;0,88;6,95;0,10;67,74;
16/04/20 04:00;15;6;9,99;1,08;8,43;0,09;65,59;
16/04/20 05:00;14;5;13,44;1,06;11,93;0,08;60,49;
16/04/20 06:00;15;6;22,24;2,49;18,52;0,12;53,92;
16/04/20 07:00;27;19;35,28;5,28;27,26;0,39;60,45;
16/04/20 08:00;27;19;31,28;5,21;23,41;0,28;72,38;
16/04/20 09:00;20;13;29,54;8,21;17,17;0,14;85,12;
16/04/20 10:00;20;14;7,40;1,31;5,50;0,13;;
16/04/20 11:00;21;15;14,02;2,60;10,14;0,14;96,80;
16/04/20 12:00;21;15;9,01;1,72;6,53;0,13;100,50;
16/04/20 13:00;27;22;8,76;1,54;6,51;0,18;102,77;
16/04/20 14:00;25;21;7,75;1,41;5,69;0,12;104,46;
16/04/20 15:00;26;22;8,74;1,46;6,60;0,12;105,63;
16/04/20 16:00;26;22;14,00;2,02;11,02;0,12;103,01;
16/04/20 17:00;26;21;12,99;1,67;10,54;0,13;102,74;
16/04/20 18:00;25;19;15,73;1,52;13,51;;96,92;
16/04/20 19:00;25;18;16,39;1,16;14,72;0,16;87,24;
16/04/20 20:00;24;17;18,83;0,96;17,46;0,18;76,12;
16/04/20 21:00;24;16;18,70;0,98;17,30;0,20;65,72;
16/04/20 22:00;27;18;22,80;1,02;21,34;0,21;53,33;
16/04/20 23:00;21;12;21,37;0,98;19,97;0,19;40,12;
17/04/20 00:00;19;10;18,76;0,97;17,37;0,18;41,25;
17/04/20 01:00;20;9;14,71;0,99;13,31;0,17;52,11;
17/04/20 02:00;19;8;19,74;1,28;17,89;0,16;55,32;
17/04/20 03:00;19;9;24,57;1,01;23,13;0,15;41,60;
17/04/20 04:00;18;8;22,54;1,30;20,65;0,14;48,89;
17/04/20 05:00;17;8;33,73;1,71;31,22;0,15;32,81;
17/04/20 06:00;19;9;71,81;11,01;55,03;0,19;13,90;
17/04/20 07:00;26;14;70,43;13,81;49,36;0,34;29,80;
17/04/20 08:00;34;23;33,35;4,87;26,00;0,36;71,18;
17/04/20 09:00;25;17;43,84;12,82;24,30;0,24;;
17/04/20 10:00;26;20;15,61;2,22;12,32;0,21;88,85;
17/04/20 11:00;25;20;12,11;1,82;9,43;0,19;99,15;
17/04/20 12:00;25;20;8,23;1,29;6,36;0,18;103,53;
17/04/20 13:00;25;21;7,47;1,14;5,83;0,19;107,48;
17/04/20 14:00;25;22;8,18;1,20;6,45;0,18;110,00;
17/04/20 15:00;25;23;8,07;1,22;6,31;0,16;112,70;
17/04/20 16:00;26;24;8,20;1,23;6,42;0,15;118,91;
17/04/20 17:00;26;24;8,01;1,14;6,36;;122,32;
17/04/20 18:00;26;23;9,77;1,08;8,22;0,16;118,42;
17/04/20 19:00;25;21;10,70;0,95;9,35;0,16;106,65;
17/04/20 20:00;26;20;24,85;1,01;23,41;0,21;70,74;
17/04/20 21:00;31;24;43,71;1,09;42,16;0,24;52,72;
17/04/20 22:00;33;23;32,93;1,13;31,31;0,27;47,37;
17/04/20 23:00;29;19;34,42;1,13;32,80;0,30;29,81;
18/04/20 00:00;24;14;20,20;1,04;18,72;0,22;49,72;
18/04/20 01:00;20;12;13,25;0,97;11,86;0,18;59,59;
18/04/20 02:00;20;11;14,28;0,95;12,93;0,16;60,29;
18/04/20 03:00;19;11;18,25;0,97;16,87;0,17;51,87;
18/04/20 04:00;20;11;18,17;1,01;16,73;0,17;44,55;
18/04/20 05:00;21;11;26,45;1,14;24,81;0,17;28,93;
18/04/20 06:00;27;18;37,95;2,29;34,55;0,23;27,13;
18/04/20 07:00;22;14;54,39;7,51;42,98;0,24;34,76;
18/04/20 08:00;22;13;35,64;4,85;28,31;0,26;;
18/04/20 09:00;20;13;30,78;4,49;24,00;0,21;90,92;
18/04/20 10:00;24;19;49,71;8,18;37,28;0,26;71,63;
18/04/20 11:00;26;22;22,41;3,21;17,59;0,21;93,99;
18/04/20 12:00;26;22;28,28;3,88;22,44;0,20;96,14;
18/04/20 13:00;25;23;18,41;2,44;14,77;0,16;112,51;
18/04/20 14:00;24;23;11,61;1,67;9,16;0,13;121,28;
18/04/20 15:00;24;23;9,01;1,41;6,95;0,12;124,20;
18/04/20 16:00;24;23;9,40;1,37;7,41;;123,44;
18/04/20 17:00;23;22;9,33;1,22;7,56;0,13;121,50;
18/04/20 18:00;22;19;14,72;1,30;12,84;0,12;113,81;
18/04/20 19:00;22;19;19,06;1,21;17,31;0,14;100,45;
18/04/20 20:00;21;18;15,54;1,00;14,11;0,15;91,47;
18/04/20 21:00;22;16;20,65;1,02;19,19;0,19;74,78;
18/04/20 22:00;25;16;27,13;1,06;25,61;0,21;48,91;
18/04/20 23:00;20;11;20,93;1,01;19,49;0,22;52,71;
19/04/20 00:00;19;11;20,09;1,02;18,63;0,22;63,48;
19/04/20 01:00;20;10;21,30;1,06;19,78;0,22;64,92;
19/04/20 02:00;21;10;18,05;0,99;16,63;0,23;53,10;
19/04/20 03:00;22;10;18,83;0,97;17,45;0,24;53,34;
19/04/20 04:00;24;12;24,59;1,22;22,82;0,23;44,38;
19/04/20 05:00;24;13;17,47;0,98;16,08;0,20;63,84;
19/04/20 06:00;26;16;18,14;1,04;16,65;0,24;65,43;
19/04/20 07:00;29;17;17,67;1,20;15,93;0,27;;
19/04/20 08:00;33;19;23,31;1,76;20,73;0,33;47,62;
19/04/20 09:00;53;37;32,59;2,80;28,40;0,59;56,87;
19/04/20 10:00;44;29;23,26;2,11;20,12;0,44;75,61;
19/04/20 11:00;44;30;30,77;3,14;26,08;0,39;84,32;
19/04/20 12:00;38;28;16,80;2,03;13,80;0,30;109,14;
19/04/20 13:00;37;28;11,07;1,40;9,04;0,26;123,55;
19/04/20 14:00;39;30;8,22;1,24;6,43;0,24;128,96;
19/04/20 15:00;38;28;9,03;1,17;7,34;;131,46;
19/04/20 16:00;39;27;9,94;1,25;8,13;0,25;119,57;
19/04/20 17:00;37;27;12,16;1,37;10,16;0,22;107,91;
19/04/20 18:00;37;27;10,25;1,09;8,69;0,22;97,35;
19/04/20 19:00;46;34;15,78;1,04;14,29;0,26;81,67;
19/04/20 20:00;41;25;15,84;1,03;14,38;0,22;67,69;
19/04/20 21:00;41;25;10,26;1,00;8,83;0,21;75,03;
19/04/20 22:00;43;26;14,40;1,02;12,94;0,22;65,99;
19/04/20 23:00;43;23;18,53;1,05;17,03;0,22;57,27;
20/04/20 00:00;44;25;23,11;1,09;21,56;0,26;46,69;
20/04/20 01:00;41;22;15,41;0,98;14,01;0,24;62,10;
20/04/20 02:00;38;18;11,97;1,00;10,55;0,23;70,45;
20/04/20 03:00;37;16;11,49;0,98;10,09;0,24;70,58;
20/04/20 04:00;35;14;12,31;1,02;10,86;0,23;77,77;
20/04/20 05:00;34;15;12,37;1,06;10,85;0,24;78,81;
20/04/20 06:00;38;18;16,20;1,31;14,29;0,29;;
20/04/20 07:00;39;19;35,37;5,94;26,40;0,33;60,85;
20/04/20 08:00;45;22;39,17;9,93;24,09;0,36;61,14;
20/04/20 09:00;39;20;35,15;8,34;22,52;0,31;64,83;
20/04/20 10:00;41;21;33,50;6,02;24,39;0,30;67,01;
20/04/20 11:00;45;22;40,54;11,75;22,65;0,30;68,02;
20/04/20 12:00;41;20;9,34;1,36;7,36;0,28;74,19;
20/04/20 13:00;36;17;7,72;1,18;6,01;0,28;81,96;
20/04/20 14:00;36;18;9,17;1,28;7,32;;82,23;
20/04/20 15:00;38;21;10,69;1,35;8,73;0,26;71,71;
20/04/20 16:00;40;22;16,01;1,55;13,74;0,27;63,73;
20/04/20 17:00;41;21;25,56;1,55;23,30;0,29;51,73;
20/04/20 18:00;41;21;23,31;1,31;21,42;0,31;48,73;
20/04/20 19:00;43;21;25,92;1,11;24,32;0,32;44,25;
20/04/20 20:00;40;19;26,87;1,87;24,10;0,32;45,88;
20/04/20 21:00;36;17;22,12;1,50;19,93;0,32;51,09;
20/04/20 22:00;34;18;15,18;1,06;13,66;0,32;49,02;
20/04/20 23:00;27;13;5,99;0,96;4,62;0,28;75,13;
21/04/20 00:00;21;11;4,09;0,95;2,74;0,24;85,43;
21/04/20 01:00;21;12;3,71;0,93;2,39;0,23;85,12;
21/04/20 02:00;21;12;5,09;0,98;3,70;0,24;82,75;
21/04/20 03:00;21;12;6,20;1,00;4,77;0,26;70,48;
21/04/20 04:00;19;10;7,31;0,98;5,91;0,25;72,21;
21/04/20 05:00;19;9;13,98;1,17;12,30;0,26;;
21/04/20 06:00;20;11;31,22;1,44;29,12;0,28;45,80;
21/04/20 07:00;21;12;41,77;3,20;36,97;0,30;40,54;
21/04/20 08:00;23;13;30,63;3,57;25,27;0,34;57,80;
21/04/20 09:00;24;14;19,76;2,13;16,60;0,34;65,33;
21/04/20 10:00;24;12;22,92;3,42;17,77;0,32;63,63;
21/04/20 11:00;24;13;26,12;4,36;19,55;0,31;66,97;
21/04/20 12:00;23;13;12,40;2,19;9,14;0,27;89,33;
21/04/20 13:00;23;15;9,95;1,85;7,21;;91,30;
21/04/20 14:00;24;18;10,32;1,71;7,80;0,25;84,78;
21/04/20 15:00;26;20;12,47;1,98;9,55;0,28;77,64;
21/04/20 16:00;25;17;11,58;1,83;8,89;0,28;81,60;
21/04/20 17:00;26;17;15,18;1,58;12,86;0,29;77,59;
21/04/20 18:00;26;16;15,22;1,35;13,26;0,30;73,25;
21/04/20 19:00;28;14;14,87;1,05;13,37;0,31;67,80;
21/04/20 20:00;27;11;9,77;0,95;8,42;0,31;65,26;
21/04/20 21:00;27;9;11,37;0,99;9,96;0,32;60,34;
21/04/20 22:00;25;7;12,24;1,00;10,82;0,32;56,19;
21/04/20 23:00;24;8;8,89;0,96;7,52;0,32;58,79;
22/04/20 00:00;22;8;10,46;1,08;8,91;0,31;53,90;
22/04/20 01:00;22;8;6,53;1,00;5,11;0,28;72,50;
22/04/20 02:00;21;7;8,11;0,98;6,72;0,29;64,09;
22/04/20 03:00;23;7;11,76;1,06;10,24;0,31;53,53;
22/04/20 04:00;21;7;8,78;0,96;7,42;0,30;;
22/04/20 05:00;20;6;14,87;1,07;13,34;0,31;48,81;
22/04/20 06:00;19;6;24,38;1,64;21,97;0,34;40,62;
22/04/20 07:00;17;6;18,73;1,60;16,39;0,33;51,67;
22/04/20 08:00;16;5;21,75;2,16;18,54;0,34;48,78;
22/04/20 09:00;15;6;22,06;2,35;18,56;0,34;48,04;
22/04/20 10:00;15;5;24,78;3,08;20,17;0,35;50,15;
22/04/20 11:00;16;4;22,49;2,84;18,24;0,34;54,47;
22/04/20 12:00;15;4;19,54;2,74;15,46;;58,97;
22/04/20 13:00;14;4;13,26;2,00;10,30;0,33;65,37;
22/04/20 14:00;14;4;18,43;2,20;15,16;0,33;63,49;
22/04/20 15:00;12;4;15,64;1,81;12,97;0,33;63,98;
22/04/20 16:00;11;5;17,21;1,97;14,30;0,32;65,38;
22/04/20 17:00;11;5;17,34;1,52;15,12;0,33;64,72;
22/04/20 18:00;10;4;12,30;1,38;10,30;0,33;65,75;
22/04/20 19:00;9;4;16,52;1,32;14,60;0,32;62,42;
22/04/20 20:00;9;4;15,74;1,25;13,94;0,32;62,62;
22/04/20 21:00;8;4;13,05;1,05;11,55;0,33;61,82;
22/04/20 22:00;8;4;13,01;1,31;11,10;0,33;62,27;
22/04/20 23:00;8;4;10,34;1,47;8,20;0,32;68,24;
23/04/20 00:00;8;4;9,70;1,34;7,75;0,32;67,17;
23/04/20 01:00;8;4;8,39;1,44;6,30;0,32;67,27;
23/04/20 02:00;8;4;6,92;1,17;5,24;0,32;66,51;
23/04/20 03:00;8;4;9,13;1,47;6,96;0,32;;
23/04/20 04:00;8;4;9,74;1,40;7,69;0,32;66,42;
23/04/20 05:00;8;3;13,15;1,56;10,87;0,32;64,53;
23/04/20 06:00;8;3;15,33;1,72;12,80;0,32;63,47;
23/04/20 07:00;8;4;20,85;1,97;17,94;0,32;56,65;
23/04/20 08:00;8;4;21,51;2,64;17,57;0,32;60,55;
23/04/20 09:00;8;4;18,14;2,72;14,07;0,31;66,18;
23/04/20 10:00;8;3;8,41;1,86;5,67;0,30;74,08;
23/04/20 11:00;8;4;6,94;1,39;4,92;;76,03;
23/04/20 12:00;8;4;6,30;1,27;4,46;0,29;81,43;
23/04/20 13:00;8;4;5,02;1,11;3,43;0,28;81,22;
23/04/20 14:00;8;4;5,48;1,22;3,72;0,27;82,01;
23/04/20 15:00;10;7;5,78;1,07;4,25;0,29;80,95;
23/04/20 16:00;11;7;7,78;1,55;5,50;0,29;81,90;
23/04/20 17:00;10;6;5,10;1,04;3,61;0,29;81,82;
23/04/20 18:00;9;6;4,63;0,94;3,30;0,29;81,66;
23/04/20 19:00;11;8;5,84;0,93;4,52;0,30;75,65;
23/04/20 20:00;13;8;6,25;0,92;4,94;0,30;71,25;
23/04/20 21:00;12;7;8,86;0,94;7,53;0,30;62,07;
23/04/20 22:00;12;6;10,34;0,98;8,94;0,31;63,61;
23/04/20 23:00;12;6;9,44;0,97;8,06;0,31;64,37;
24/04/20 00:00;12;6;10,08;0,98;8,68;0,32;55,41;
24/04/20 01:00;12;6;8,61;0,94;7,28;0,32;50,53;
24/04/20 02:00;12;6;9,25;0,97;7,86;0,32;;
24/04/20 03:00;12;6;8,96;0,94;7,63;0,30;37,83;
24/04/20 04:00;11;5;9,91;0,98;8,51;0,30;38,64;
24/04/20 05:00;11;5;17,29;3,07;12,70;0,29;36,31;
24/04/20 06:00;16;8;23,14;4,16;16,87;0,35;38,12;
24/04/20 07:00;30;22;32,48;7,04;21,80;0,43;44,53;
24/04/20 08:00;18;11;28,70;5,31;20,65;0,33;62,84;
24/04/20 09:00;15;10;9,11;1,54;6,85;0,28;90,10;
24/04/20 10:00;17;13;20,31;4,28;13,94;;88,29;
24/04/20 11:00;20;16;12,80;2,10;9,70;0,30;93,65;
24/04/20 12:00;19;16;7,20;1,25;5,40;0,27;99,19;
24/04/20 13:00;20;18;6,33;1,16;4,65;0,24;101,57;
24/04/20 14:00;20;20;7,24;1,29;5,37;0,24;101,65;
24/04/20 15:00;21;21;6,35;1,17;4,67;0,22;106,09;
24/04/20 16:00;22;22;10,04;1,61;7,69;0,22;105,91;
24/04/20 17:00;23;23;18,80;2,15;15,61;0,24;102,06;
24/04/20 18:00;24;22;25,65;1,87;22,90;0,25;93,11;
24/04/20 19:00;24;21;21,92;1,10;20,35;0,27;85,67;
24/04/20 20:00;25;20;21,62;1,01;20,18;0,30;75,25;
24/04/20 21:00;26;20;22,25;1,02;20,79;0,34;57,44;
24/04/20 22:00;27;20;23,18;1,04;21,69;0,34;43,85;
24/04/20 23:00;22;15;13,24;1,16;11,58;0,28;65,12;
25/04/20 00:00;20;13;11,07;1,05;9,57;0,26;63,72;
25/04/20 01:00;19;12;8,76;0,92;7,45;0,24;;
25/04/20 02:00;20;12;8,61;0,93;7,29;0,24;69,03;
25/04/20 03:00;19;11;8,64;0,92;7,33;0,24;68,72;
25/04/20 04:00;20;11;12,31;1,04;10,81;0,25;56,97;
25/04/20 05:00;20;12;13,17;1,01;11,74;0,25;54,74;
25/04/20 06:00;21;12;13,05;1,12;11,45;0,26;57,65;
25/04/20 07:00;19;11;11,82;1,40;9,78;0,29;72,53;
25/04/20 08:00;19;13;12,14;1,60;9,80;0,32;77,58;
25/04/20 09:00;21;15;11,94;1,98;9,03;;88,16;
25/04/20 10:00;21;17;7,55;1,20;5,81;0,26;94,47;
25/04/20 11:00;22;20;12,04;2,87;7,81;0,25;98,45;
25/04/20 12:00;24;21;7,30;1,15;5,64;0,25;105,95;
25/04/20 13:00;24;22;7,30;1,15;5,64;0,24;109,16;
25/04/20 14:00;24;23;8,78;1,31;6,89;0,24;108,85;
25/04/20 15:00;24;23;8,19;1,22;6,43;0,24;111,33;
25/04/20 16:00;23;24;7,24;1,14;5,59;0,24;114,49;
25/04/20 17:00;23;23;8,63;1,19;6,92;0,22;114,79;
25/04/20 18:00;23;22;10,62;1,09;9,06;0,21;112,92;
25/04/20 19:00;24;23;11,12;1,01;9,68;0,23;103,39;
25/04/20 20:00;25;22;8,64;0,97;7,26;0,24;92,16;
25/04/20 21:00;22;18;8,26;0,97;6,88;0,24;91,47;
25/04/20 22:00;20;14;8,60;0,95;7,25;0,22;90,59;
25/04/20 23:00;18;11;8,29;0,93;6,97;0,22;86,01;
26/04/20 00:00;17;11;8,74;0,95;7,40;0,22;;
26/04/20 01:00;20;11;9,07;0,95;7,73;0,22;69,68;
26/04/20 02:00;18;9;7,48;0,93;6,16;0,20;73,93;
26/04/20 03:00;18;8;12,39;0,94;11,05;0,21;58,84;
26/04/20 04:00;16;7;8,80;0,94;7,47;0,20;63,34;
26/04/20 05:00;15;7;9,96;1,03;8,50;0,19;63,47;
26/04/20 06:00;16;7;14,89;1,27;13,05;0,21;50,49;
26/04/20 07:00;15;7;14,62;1,74;12,06;0,25;62,01;
26/04/20 08:00;15;9;15,21;2,02;12,22;;76,63;
26/04/20 09:00;15;11;10,49;1,53;8,25;0,26;94,56;
26/04/20 10:00;18;14;14,98;2,08;11,89;0,24;96,75;
26/04/20 11:00;19;17;10,05;1,47;7,89;0,23;106,70;
26/04/20 12:00;20;18;8,25;1,24;6,46;0,24;109,23;
26/04/20 13:00;21;19;8,71;1,34;6,76;0,22;112,26;
26/04/20 14:00;23;22;7,16;1,16;5,48;0,23;116,95;
26/04/20 15:00;24;24;8,59;1,31;6,69;0,24;110,22;
26/04/20 16:00;26;24;10,76;1,41;8,70;0,25;107,57;
26/04/20 17:00;26;23;12,81;1,44;10,70;0,25;105,80;
26/04/20 18:00;26;23;14,59;1,31;12,69;0,25;96,03;
26/04/20 19:00;28;24;9,18;0,97;7,80;0,25;101,23;
26/04/20 20:00;31;24;13,19;1,00;11,77;0,26;92,96;
26/04/20 21:00;31;21;13,44;0,97;12,05;0,28;82,22;
26/04/20 22:00;24;15;15,39;0,98;13,99;0,27;61,35;
26/04/20 23:00;20;12;17,81;1,05;16,31;0,27;;
27/04/20 00:00;19;11;16,51;0,99;15,09;0,27;48,10;
27/04/20 01:00;18;10;14,00;0,98;12,61;0,25;56,60;
27/04/20 02:00;17;9;13,95;1,00;12,53;0,24;46,86;
27/04/20 03:00;16;9;11,52;0,96;10,15;0,23;52,00;
27/04/20 04:00;17;9;14,43;1,01;12,99;0,24;40,46;
27/04/20 05:00;18;9;34,47;1,25;32,67;0,26;23,56;
27/04/20 06:00;19;9;61,55;7,22;50,59;0,29;16,05;
27/04/20 07:00;22;11;58,15;9,63;43,49;;31,53;
27/04/20 08:00;20;12;40,30;9,86;25,31;0,33;57,10;
27/04/20 09:00;21;13;30,43;7,26;19,44;0,28;74,50;
27/04/20 10:00;20;15;15,82;2,76;11,72;0,26;86,29;
27/04/20 11:00;22;18;11,19;1,69;8,70;0,25;92,39;
27/04/20 12:00;22;18;10,51;1,75;7,92;0,24;95,00;
27/04/20 13:00;23;19;10,86;1,70;8,36;0,23;100,40;
27/04/20 14:00;24;22;12,73;1,89;9,94;0,24;109,68;
27/04/20 15:00;27;24;17,31;2,34;13,82;0,24;114,30;
27/04/20 16:00;28;26;13,75;1,68;11,28;0,24;121,18;
27/04/20 17:00;28;25;18,45;1,60;16,11;0,25;113,97;
27/04/20 18:00;26;22;18,39;1,42;16,33;0,25;109,29;
27/04/20 19:00;28;23;16,44;1,06;14,92;0,26;97,35;
27/04/20 20:00;29;24;20,40;1,13;18,78;0,25;86,36;
27/04/20 21:00;23;18;11,49;1,01;10,05;0,20;90,23;
27/04/20 22:00;19;14;8,68;0,96;7,32;0,19;;
27/04/20 23:00;18;11;9,33;0,94;7,99;0,19;102,31;
28/04/20 00:00;16;11;10,85;0,94;9,51;0,20;85,80;
28/04/20 01:00;13;10;10,61;0,95;9,25;0,21;77,74;
28/04/20 02:00;12;9;10,73;0,95;9,38;0,23;68,01;
28/04/20 03:00;14;10;19,65;1,09;18,09;0,23;44,14;
28/04/20 04:00;14;9;25,99;1,11;24,40;0,22;33,70;
28/04/20 05:00;14;8;36,34;1,62;33,96;0,23;31,69;
