Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
08/03/20 11:00;9;15,73;2,38;12,08;0,49;;
08/03/20 12:00;9;17,13;2,43;13,40;0,48;;
08/03/20 13:00;9;21,03;2,86;16,64;0,48;;
08/03/20 14:00;9;17,05;2,71;12,89;0,46;;
08/03/20 15:00;9;10,48;1,54;8,11;0,46;;
08/03/20 16:00;9;9,75;1,52;7,43;0,46;;
08/03/20 17:00;9;;;;0,44;;
08/03/20 18:00;9;16,39;1,70;13,78;0,45;;
08/03/20 19:00;9;19,20;1,76;16,50;0,45;;
08/03/20 20:00;9;18,34;1,79;15,60;0,42;;
08/03/20 21:00;9;25,72;1,79;22,98;0,48;;
08/03/20 22:00;9;20,30;1,55;17,91;0,47;;
08/03/20 23:00;9;12,72;1,27;10,77;0,44;;
09/03/20 00:00;9;10,65;1,23;8,76;;;
09/03/20 01:00;22;7,89;1,11;6,19;0,41;;
09/03/20 02:00;22;6,96;1,13;5,22;0,40;;
09/03/20 03:00;22;7,05;1,03;5,47;0,40;;
09/03/20 04:00;22;6,63;1,06;5,00;0,40;;
09/03/20 05:00;22;7,68;1,06;6,06;0,40;;
09/03/20 06:00;22;16,01;2,44;12,27;0,39;;
09/03/20 07:00;22;19,59;2,85;15,21;0,42;;
09/03/20 08:00;22;36,39;6,20;26,88;0,48;;
09/03/20 09:00;22;44,30;8,20;31,73;0,48;;
09/03/20 10:00;22;30,46;5,72;21,68;0,49;;
09/03/20 11:00;22;28,96;5,71;20,20;0,45;;
09/03/20 12:00;22;36,67;6,58;26,59;0,45;;
09/03/20 13:00;22;43,17;7,50;31,67;0,45;;
09/03/20 14:00;22;40,87;7,81;28,88;0,44;;
09/03/20 15:00;22;34,31;5,88;25,29;0,44;;
09/03/20 16:00;22;39,91;6,85;29,41;0,44;;
09/03/20 17:00;22;40,02;5,03;32,31;0,44;;
09/03/20 18:00;22;37,69;2,32;34,14;0,45;;
09/03/20 19:00;22;84,31;6,41;74,49;0,53;;
09/03/20 20:00;22;106,19;16,99;80,14;0,78;;
09/03/20 21:00;22;73,70;13,69;52,71;0,84;;
09/03/20 22:00;22;103,01;27,77;60,44;0,95;;
09/03/20 23:00;22;49,86;8,58;36,71;;;
10/03/20 00:00;22;26,55;2,32;22,99;0,52;;
10/03/20 01:00;22;20,29;1,49;18,01;0,47;;
10/03/20 02:00;22;19,47;1,39;17,34;0,47;;
10/03/20 03:00;22;17,75;1,35;15,68;0,47;;
10/03/20 04:00;22;11,33;1,26;9,40;0,44;;
10/03/20 05:00;22;9,42;1,19;7,60;0,42;;
10/03/20 06:00;22;20,53;2,18;17,18;0,43;;
10/03/20 07:00;22;31,01;3,45;25,72;0,47;;
10/03/20 08:00;22;62,35;10,69;45,97;0,59;;
10/03/20 09:00;22;44,27;7,67;32,50;0,60;;
10/03/20 10:00;22;34,71;5,79;25,83;0,53;;
10/03/20 11:00;22;38,77;6,94;28,13;0,51;;
10/03/20 12:00;22;;;;0,51;;
10/03/20 13:00;22;32,04;6,08;22,71;0,48;;
10/03/20 14:00;22;34,16;6,53;24,14;0,48;;
10/03/20 15:00;22;28,45;4,63;21,36;0,48;;
10/03/20 16:00;22;35,96;5,57;27,42;0,48;;
10/03/20 17:00;22;39,08;4,92;31,54;0,46;;
10/03/20 18:00;22;57,63;6,88;47,07;0,49;;
10/03/20 19:00;22;45,70;4,06;39,48;0,48;;
10/03/20 20:00;22;34,01;2,47;30,22;0,48;;
10/03/20 21:00;22;32,10;2,38;28,45;0,58;;
10/03/20 22:00;22;26,26;3,13;21,46;;;
10/03/20 23:00;22;21,42;2,30;17,90;0,49;;
11/03/20 00:00;22;11,56;1,38;9,44;0,46;;
11/03/20 01:00;28;9,37;1,12;7,66;0,45;;
11/03/20 02:00;28;7,32;1,02;5,76;0,44;;
11/03/20 03:00;28;6,95;1,03;5,37;0,44;;
11/03/20 04:00;28;7,88;1,04;6,28;0,43;;
11/03/20 05:00;28;11,13;1,10;9,45;0,43;;
11/03/20 06:00;28;43,15;5,81;34,24;0,47;;
11/03/20 07:00;28;72,24;16,76;46,54;0,52;;
11/03/20 08:00;28;85,16;19,76;54,87;0,62;;
11/03/20 09:00;28;72,61;13,96;51,22;0,63;;
11/03/20 10:00;28;38,98;6,25;29,40;0,52;;
11/03/20 11:00;28;30,05;4,99;22,40;0,49;;
11/03/20 12:00;28;33,15;5,82;24,23;0,49;;
11/03/20 13:00;28;29,86;4,67;22,70;0,48;;
11/03/20 14:00;28;30,52;5,32;22,36;0,48;;
11/03/20 15:00;28;27,26;4,28;20,69;0,47;;
11/03/20 16:00;28;20,02;2,55;16,10;0,48;;
11/03/20 17:00;28;23,85;2,21;20,47;0,45;;
11/03/20 18:00;28;65,75;4,26;59,21;0,50;;
11/03/20 19:00;28;118,47;16,17;93,68;0,64;;
11/03/20 20:00;28;78,59;7,06;67,76;0,86;;
11/03/20 21:00;28;74,74;8,14;62,26;0,94;;
11/03/20 22:00;28;58,67;10,70;42,27;1,04;;
11/03/20 23:00;28;45,67;5,98;36,50;0,86;;
12/03/20 00:00;28;29,60;2,33;26,02;0,83;;
12/03/20 01:00;25;16,08;1,43;13,89;0,65;;
12/03/20 02:00;25;12,80;1,28;10,84;0,57;;
12/03/20 03:00;25;10,51;1,23;8,63;0,51;;
12/03/20 04:00;25;9,90;1,22;8,04;0,45;;
12/03/20 05:00;25;11,57;1,25;9,66;0,45;;
12/03/20 06:00;25;47,76;9,08;33,84;0,54;;
12/03/20 07:00;25;;;;0,61;;
12/03/20 08:00;25;94,36;26,15;54,26;0,83;;
12/03/20 09:00;25;89,93;19,16;60,55;0,94;;
12/03/20 10:00;25;76,12;15,41;52,49;0,66;;
12/03/20 11:00;25;48,46;7,88;36,37;0,65;;
12/03/20 12:00;25;52,21;8,56;39,08;0,58;;
12/03/20 13:00;25;52,24;8,38;39,40;0,53;;
12/03/20 14:00;25;54,22;9,38;39,83;0,54;;
12/03/20 15:00;25;35,84;4,98;28,21;0,52;;
12/03/20 16:00;25;44,39;5,68;35,69;0,53;;
12/03/20 17:00;25;53,51;5,53;45,02;0,54;;
12/03/20 18:00;25;82,88;8,00;70,62;0,60;;
12/03/20 19:00;25;137,39;26,55;96,68;0,74;;
12/03/20 20:00;25;96,71;16,15;71,95;;;
12/03/20 21:00;25;43,09;3,53;37,69;0,73;;
12/03/20 22:00;25;40,85;3,06;36,15;0,72;;
12/03/20 23:00;25;30,34;2,54;26,44;0,63;;
13/03/20 00:00;25;43,38;2,20;40,00;0,56;;
13/03/20 01:00;22;42,99;3,36;37,84;0,61;;
13/03/20 02:00;22;21,97;1,44;19,75;0,50;;
13/03/20 03:00;22;18,15;1,43;15,96;0,50;;
13/03/20 04:00;22;13,72;1,49;11,44;0,50;;
13/03/20 05:00;22;13,95;1,52;11,63;0,49;;
13/03/20 06:00;22;71,02;27,22;29,28;0,55;;
13/03/20 07:00;22;61,33;19,42;31,56;0,57;;
13/03/20 08:00;22;105,41;35,75;50,60;0,68;;
13/03/20 09:00;22;70,20;12,41;51,18;0,58;;
13/03/20 10:00;22;45,41;7,03;34,63;0,55;;
13/03/20 11:00;22;39,56;6,66;29,34;0,52;;
13/03/20 12:00;22;36,57;6,24;27,01;0,52;;
13/03/20 13:00;22;29,00;4,57;21,98;0,50;;
13/03/20 14:00;22;22,08;3,19;17,19;0,51;;
13/03/20 15:00;22;21,88;2,86;17,50;0,51;;
13/03/20 16:00;22;30,65;3,33;25,55;0,51;;
13/03/20 17:00;22;39,94;3,39;34,75;0,52;;
13/03/20 18:00;22;42,44;1,86;39,59;0,54;;
13/03/20 19:00;22;38,95;1,26;37,02;;;
13/03/20 20:00;22;67,22;5,00;59,56;0,70;;
13/03/20 21:00;22;62,85;4,85;55,40;0,72;;
13/03/20 22:00;22;58,82;6,38;49,03;0,82;;
13/03/20 23:00;22;41,71;6,41;31,89;0,68;;
14/03/20 00:00;22;30,75;2,00;27,68;0,62;;
14/03/20 01:00;20;21,98;1,59;19,54;0,58;;
14/03/20 02:00;20;;;;0,57;;
14/03/20 03:00;20;13,47;1,38;11,36;0,54;;
14/03/20 04:00;20;11,71;1,29;9,74;0,53;;
14/03/20 05:00;20;12,35;1,28;10,39;0,52;;
14/03/20 06:00;20;32,65;3,46;27,35;0,53;;
14/03/20 07:00;20;35,09;3,61;29,56;0,59;;
14/03/20 08:00;20;38,82;6,42;28,97;0,74;;
14/03/20 09:00;20;49,91;6,79;39,49;0,87;;
14/03/20 10:00;20;31,89;3,33;26,78;0,65;;
14/03/20 11:00;20;23,31;2,88;18,91;0,59;;
14/03/20 12:00;20;16,82;2,27;13,35;0,54;;
14/03/20 13:00;20;12,02;1,78;9,28;0,51;;
14/03/20 14:00;20;12,85;1,98;9,81;0,51;;
14/03/20 15:00;20;12,25;1,79;9,51;0,51;;
14/03/20 16:00;20;9,71;1,34;7,66;0,52;;
14/03/20 17:00;20;11,84;1,24;9,93;0,52;;
14/03/20 18:00;20;11,74;1,23;9,85;;;
14/03/20 19:00;20;14,37;1,42;12,19;0,54;;
14/03/20 20:00;20;16,77;1,42;14,59;0,59;;
14/03/20 21:00;20;16,22;1,48;13,95;0,60;;
14/03/20 22:00;20;16,21;1,51;13,90;0,62;;
14/03/20 23:00;20;16,52;1,25;14,59;0,62;;
15/03/20 00:00;20;15,92;1,31;13,90;0,66;;
15/03/20 01:00;13;13,21;1,30;11,22;0,62;;
15/03/20 02:00;13;10,33;1,25;8,41;0,58;;
15/03/20 03:00;13;8,10;1,31;6,09;0,52;;
15/03/20 04:00;13;7,14;1,20;5,30;0,51;;
15/03/20 05:00;13;7,42;1,17;5,62;0,50;;
15/03/20 06:00;13;8,91;1,29;6,94;0,50;;
15/03/20 07:00;13;10,12;1,46;7,89;0,51;;
15/03/20 08:00;13;11,01;1,73;8,35;0,51;;
15/03/20 09:00;13;10,78;1,72;8,13;0,49;;
15/03/20 10:00;13;10,53;1,55;8,16;0,48;;
15/03/20 11:00;13;12,86;2,01;9,79;0,52;;
15/03/20 12:00;13;10,16;1,58;7,73;0,50;;
15/03/20 13:00;13;9,61;1,53;7,27;0,50;;
15/03/20 14:00;13;7,39;1,26;5,46;0,50;;
15/03/20 15:00;13;7,00;1,18;5,19;0,48;;
15/03/20 16:00;13;6,63;1,12;4,92;0,49;;
15/03/20 17:00;13;6,63;1,11;4,94;;;
15/03/20 18:00;13;6,92;1,08;5,27;0,47;;
15/03/20 19:00;13;8,02;1,16;6,24;0,48;;
15/03/20 20:00;13;8,51;1,13;6,78;0,47;;
15/03/20 21:00;13;8,12;1,07;6,48;0,48;;
15/03/20 22:00;13;10,21;1,11;8,51;0,50;;
15/03/20 23:00;13;8,88;1,04;7,28;0,50;;
16/03/20 00:00;13;9,01;1,08;7,35;0,50;;
16/03/20 01:00;26;8,27;1,04;6,68;0,48;;
16/03/20 02:00;26;7,93;1,08;6,28;0,48;;
16/03/20 03:00;26;8,66;1,09;7,00;0,48;;
16/03/20 04:00;26;9,92;1,13;8,19;0,48;;
16/03/20 05:00;26;13,17;1,18;11,37;0,48;;
16/03/20 06:00;26;14,70;1,33;12,65;0,49;;
16/03/20 07:00;26;23,85;2,85;19,48;0,51;;
16/03/20 08:00;26;55,54;11,54;37,84;0,63;;
16/03/20 09:00;26;43,19;8,79;29,72;0,57;;
16/03/20 10:00;26;22,57;4,07;16,32;0,56;;
16/03/20 11:00;26;19,56;3,82;13,70;0,60;;
16/03/20 12:00;26;18,47;3,55;13,02;0,62;;
16/03/20 13:00;26;14,69;2,72;10,52;0,67;;
16/03/20 14:00;26;10,83;1,84;8,01;0,74;;
16/03/20 15:00;26;10,91;1,83;8,11;0,77;;
16/03/20 16:00;26;12,18;2,00;9,10;;;
16/03/20 17:00;26;11,74;1,59;9,31;0,78;;
16/03/20 18:00;26;14,68;1,40;12,54;0,79;;
16/03/20 19:00;26;31,28;1,30;29,28;0,92;;
16/03/20 20:00;26;51,93;1,68;49,35;0,86;;
16/03/20 21:00;26;59,40;4,77;52,08;1,05;;
16/03/20 22:00;26;37,48;6,03;28,23;1,14;;
16/03/20 23:00;26;26,20;2,71;22,05;1,15;;
17/03/20 00:00;26;23,28;3,61;17,75;1,22;;
17/03/20 01:00;21;12,66;1,32;10,64;1,18;;
17/03/20 02:00;21;10,19;1,16;8,41;1,07;;
17/03/20 03:00;21;8,78;1,20;6,94;1,04;;
17/03/20 04:00;21;8,11;1,17;6,32;1,01;;
17/03/20 05:00;21;8,05;1,18;6,24;1,02;;
17/03/20 06:00;21;19,57;4,15;13,21;1,06;;
17/03/20 07:00;21;31,18;7,47;19,73;1,16;;
17/03/20 08:00;21;55,35;14,12;33,70;1,67;;
17/03/20 09:00;21;41,68;7,75;29,80;2,08;;
17/03/20 10:00;21;34,19;6,16;24,74;2,19;;
17/03/20 11:00;21;29,14;5,90;20,09;2,16;;
17/03/20 12:00;21;17,92;3,01;13,31;0,44;;
17/03/20 13:00;21;13,94;2,34;10,36;0,42;;
17/03/20 14:00;21;14,15;2,27;10,68;0,40;;
17/03/20 15:00;21;;;;0,39;;
17/03/20 16:00;21;16,41;2,23;13,00;0,38;;
17/03/20 17:00;21;16,28;1,82;13,50;0,36;;
17/03/20 18:00;21;23,99;2,11;20,76;0,36;;
17/03/20 19:00;21;39,35;2,55;35,43;0,37;;
17/03/20 20:00;21;59,15;3,96;53,07;0,39;;
17/03/20 21:00;21;51,85;4,83;44,43;0,46;;
17/03/20 22:00;21;34,74;3,55;29,30;0,53;;
17/03/20 23:00;21;21,21;1,73;18,57;0,59;;
18/03/20 00:00;21;15,53;1,90;12,62;0,58;;
18/03/20 01:00;27;10,65;1,13;8,92;0,51;;
18/03/20 02:00;27;9,27;1,13;7,54;0,46;;
18/03/20 03:00;27;8,48;1,07;6,84;0,41;;
18/03/20 04:00;27;7,93;1,09;6,26;0,38;;
18/03/20 05:00;27;7,60;1,07;5,96;0,37;;
18/03/20 06:00;27;13,36;2,01;10,29;0,35;;
18/03/20 07:00;27;27,45;3,82;21,59;0,35;;
18/03/20 08:00;27;49,63;7,49;38,14;0,41;;
18/03/20 09:00;27;32,92;5,01;25,24;0,48;;
18/03/20 10:00;27;28,58;4,08;22,32;0,45;;
18/03/20 11:00;27;25,02;3,82;19,16;0,40;;
18/03/20 12:00;27;23,26;3,77;17,47;0,38;;
18/03/20 13:00;27;23,11;3,70;17,43;0,37;;
18/03/20 14:00;27;21,26;3,19;16,38;0,36;;
18/03/20 15:00;27;18,55;2,77;14,31;0,36;;
18/03/20 16:00;27;20,50;2,75;16,30;0,35;;
18/03/20 17:00;27;22,84;2,49;19,03;0,34;;
18/03/20 18:00;27;27,84;2,05;24,70;0,35;;
18/03/20 19:00;27;26,38;1,48;24,11;0,37;;
18/03/20 20:00;27;37,15;1,72;34,51;0,43;;
18/03/20 21:00;27;35,64;2,18;32,29;0,54;;
18/03/20 22:00;27;29,97;2,09;26,76;0,61;;
18/03/20 23:00;27;23,83;1,69;21,23;0,62;;
19/03/20 00:00;27;17,26;1,47;15,01;0,58;;
19/03/20 01:00;29;11,90;1,14;10,15;0,51;;
19/03/20 02:00;29;9,90;1,11;8,20;0,47;;
19/03/20 03:00;29;9,57;1,06;7,94;0,44;;
19/03/20 04:00;29;8,41;1,13;6,68;0,41;;
19/03/20 05:00;29;9,64;1,13;7,90;0,39;;
19/03/20 06:00;29;28,27;5,20;20,29;0,38;;
19/03/20 07:00;29;55,07;9,34;40,75;0,39;;
19/03/20 08:00;29;76,96;14,43;54,83;0,46;;
19/03/20 09:00;29;48,95;6,52;38,95;0,53;;
19/03/20 10:00;29;;;;0,51;;
19/03/20 11:00;29;22,80;2,88;18,38;0,46;;
19/03/20 12:00;29;18,97;2,41;15,28;0,44;;
19/03/20 13:00;29;18,12;2,39;14,46;0,42;;
19/03/20 14:00;29;17,63;2,32;14,08;0,42;;
19/03/20 15:00;29;17,45;2,23;14,02;0,42;;
19/03/20 16:00;29;14,75;1,76;12,04;0,42;;
19/03/20 17:00;29;20,03;2,01;16,95;0,41;;
19/03/20 18:00;29;22,03;1,49;19,74;0,40;;
19/03/20 19:00;29;32,40;1,42;30,23;0,41;;
19/03/20 20:00;29;44,55;1,83;41,74;0,43;;
19/03/20 21:00;29;52,51;5,17;44,58;0,54;;
19/03/20 22:00;29;40,77;4,91;33,25;0,73;;
19/03/20 23:00;29;20,39;1,46;18,16;0,77;;
20/03/20 00:00;29;17,78;1,97;14,76;0,68;;
20/03/20 01:00;24;21,84;1,93;18,88;0,60;;
20/03/20 02:00;24;13,26;1,17;11,47;0,55;;
20/03/20 03:00;24;10,42;1,16;8,64;0,50;;
20/03/20 04:00;24;10,58;1,15;8,81;0,47;;
20/03/20 05:00;24;10,25;1,26;8,32;0,44;;
20/03/20 06:00;24;34,50;6,41;24,66;0,41;;
20/03/20 07:00;24;36,89;6,96;26,22;0,42;;
20/03/20 08:00;24;80,96;22,17;46,97;0,53;;
20/03/20 09:00;24;105,88;28,12;62,76;0,65;;
20/03/20 10:00;24;68,56;12,83;48,88;0,64;;
20/03/20 11:00;24;49,51;8,10;37,09;0,59;;
20/03/20 12:00;24;41,14;6,34;31,42;0,53;;
20/03/20 13:00;24;31,60;4,08;25,34;0,49;;
20/03/20 14:00;24;19,29;2,18;15,95;0,47;;
20/03/20 15:00;24;21,72;2,38;18,06;0,44;;
20/03/20 16:00;24;13,95;1,45;11,72;0,41;;
20/03/20 17:00;24;14,66;1,32;12,64;0,38;;
20/03/20 18:00;24;17,52;1,16;15,75;0,36;;
20/03/20 19:00;24;31,49;1,25;29,58;0,39;;
20/03/20 20:00;24;32,72;1,45;30,50;0,46;;
20/03/20 21:00;24;26,39;1,41;24,23;0,57;;
20/03/20 22:00;24;17,95;1,26;16,02;0,60;;
20/03/20 23:00;24;10,79;1,15;9,03;0,56;;
21/03/20 00:00;24;10,02;1,06;8,39;0,47;;
21/03/20 01:00;13;8,71;1,06;7,08;0,42;;
21/03/20 02:00;13;15,85;1,08;14,19;0,37;;
21/03/20 03:00;13;15,54;1,31;13,54;0,40;;
21/03/20 04:00;13;11,40;1,15;9,64;0,42;;
21/03/20 05:00;13;;;;0,42;;
21/03/20 06:00;13;17,25;1,19;15,43;0,40;;
21/03/20 07:00;13;13,96;1,37;11,85;0,40;;
21/03/20 08:00;13;20,56;2,45;16,81;0,44;;
21/03/20 09:00;13;18,70;2,60;14,72;0,48;;
21/03/20 10:00;13;12,83;1,63;10,33;0,49;;
21/03/20 11:00;13;11,19;1,48;8,92;0,47;;
21/03/20 12:00;13;10,12;1,38;8,00;0,44;;
21/03/20 13:00;13;9,81;1,31;7,80;0,42;;
21/03/20 14:00;13;10,29;1,40;8,15;0,41;;
21/03/20 15:00;13;8,46;1,21;6,60;0,40;;
21/03/20 16:00;13;7,72;1,16;5,93;0,39;;
21/03/20 17:00;13;8,73;1,18;6,91;0,38;;
21/03/20 18:00;13;10,78;1,21;8,92;0,38;;
21/03/20 19:00;13;14,00;1,24;12,09;0,40;;
21/03/20 20:00;13;19,77;1,33;17,73;0,44;;
21/03/20 21:00;13;18,08;1,30;16,09;0,49;;
21/03/20 22:00;13;15,86;1,26;13,93;0,49;;
21/03/20 23:00;13;12,77;1,18;10,97;0,48;;
22/03/20 00:00;13;10,99;1,13;9,25;0,47;;
22/03/20 01:00;18;10,31;1,15;8,55;0,47;;
22/03/20 02:00;18;8,62;1,11;6,92;0,47;;
22/03/20 03:00;18;7,58;1,12;5,86;0,45;;
22/03/20 04:00;18;7,18;1,08;5,53;0,44;;
22/03/20 05:00;18;7,45;1,11;5,74;0,42;;
22/03/20 06:00;18;8,49;1,11;6,79;0,41;;
22/03/20 07:00;18;11,90;1,52;9,57;0,41;;
22/03/20 08:00;18;14,99;1,70;12,37;0,44;;
22/03/20 09:00;18;16,22;1,90;13,30;0,48;;
22/03/20 10:00;18;14,80;1,76;12,10;0,53;;
22/03/20 11:00;18;12,73;1,56;10,33;0,51;;
22/03/20 12:00;18;10,62;1,49;8,33;0,48;;
22/03/20 13:00;18;10,12;1,63;7,63;0,44;;
22/03/20 14:00;18;8,20;1,29;6,22;0,41;;
22/03/20 15:00;18;6,71;1,19;4,89;0,39;;
22/03/20 16:00;18;6,32;1,15;4,56;0,38;;
22/03/20 17:00;18;6,88;1,10;5,19;0,38;;
22/03/20 18:00;18;7,83;1,12;6,11;0,38;;
22/03/20 19:00;18;9,71;1,26;7,78;0,39;;
22/03/20 20:00;18;10,38;1,15;8,61;0,40;;
22/03/20 21:00;18;10,30;1,19;8,48;0,42;;
22/03/20 22:00;18;10,08;1,16;8,29;0,44;;
22/03/20 23:00;18;9,47;1,16;7,68;0,44;;
23/03/20 00:00;18;;;;0,43;;
23/03/20 01:00;13;7,92;1,07;6,28;0,40;;
23/03/20 02:00;13;7,74;1,05;6,14;0,39;;
23/03/20 03:00;13;31,55;7,55;19,97;0,37;;
23/03/20 04:00;13;68,24;17,41;41,55;0,38;;
23/03/20 05:00;13;64,76;16,15;40,01;0,38;;
23/03/20 06:00;13;46,56;11,17;29,44;0,37;;
23/03/20 07:00;13;33,20;7,03;22,43;0,36;;
23/03/20 08:00;13;20,36;3,92;14,35;0,33;;
23/03/20 09:00;13;18,83;3,44;13,55;0,30;;
23/03/20 10:00;13;16,87;3,29;11,82;0,29;;
23/03/20 11:00;13;17,36;3,89;11,39;0,27;;
23/03/20 12:00;13;16,37;3,52;10,97;0,27;;
23/03/20 13:00;13;15,46;3,37;10,29;0,27;;
23/03/20 14:00;13;14,46;3,12;9,68;0,28;;
23/03/20 15:00;13;13,68;2,54;9,79;0,26;;
23/03/20 16:00;13;14,92;2,57;10,99;0,27;;
23/03/20 17:00;13;14,09;1,94;11,12;0,27;;
23/03/20 18:00;13;13,82;1,86;10,98;0,27;;
23/03/20 19:00;13;12,48;1,76;9,79;0,30;;
23/03/20 20:00;13;11,69;1,60;9,24;0,32;;
23/03/20 21:00;13;10,58;1,57;8,17;0,33;;
23/03/20 22:00;13;7,32;1,31;5,32;0,34;;
23/03/20 23:00;13;6,62;1,11;4,92;0,34;;
24/03/20 00:00;13;7,20;1,13;5,47;0,34;;
24/03/20 01:00;9;8,28;1,04;6,68;0,35;;
24/03/20 02:00;9;7,01;1,01;5,45;0,36;;
24/03/20 03:00;9;5,37;0,93;3,95;0,35;;
24/03/20 04:00;9;6,27;0,94;4,83;0,35;;
24/03/20 05:00;9;6,39;0,92;4,97;0,33;;
24/03/20 06:00;9;19,68;3,34;14,55;0,32;;
24/03/20 07:00;9;23,82;4,09;17,55;0,32;;
24/03/20 08:00;9;20,36;3,45;15,07;0,32;;
24/03/20 09:00;9;18,49;3,45;13,21;0,32;;
24/03/20 10:00;9;25,81;4,80;18,45;0,33;;
24/03/20 11:00;9;30,57;5,62;21,94;0,37;;
24/03/20 12:00;9;39,89;7,82;27,90;0,37;;
24/03/20 13:00;9;32,22;6,34;22,49;0,41;;
24/03/20 14:00;9;28,91;4,95;21,32;0,41;;
24/03/20 15:00;9;27,90;4,65;20,77;0,40;;
24/03/20 16:00;9;24,06;4,05;17,84;0,40;;
24/03/20 17:00;9;16,10;2,22;12,69;0,38;;
24/03/20 18:00;9;21,37;2,89;16,95;0,38;;
24/03/20 19:00;9;;;;0,39;;
24/03/20 20:00;9;23,51;2,50;19,67;0,44;;
24/03/20 21:00;9;20,42;2,20;17,05;0,47;;
24/03/20 22:00;9;17,36;3,25;12,37;0,49;;
24/03/20 23:00;9;9,60;1,32;7,58;0,46;;
25/03/20 00:00;9;9,85;1,36;7,76;0,43;;
25/03/20 01:00;12;8,09;1,17;6,30;0,43;;
25/03/20 02:00;12;8,05;1,18;6,23;0,44;;
25/03/20 03:00;12;7,12;1,12;5,40;0,44;;
25/03/20 04:00;12;7,71;1,15;5,95;0,43;;
25/03/20 05:00;12;12,58;1,21;10,73;0,42;;
25/03/20 06:00;12;16,89;1,71;14,27;0,43;;
25/03/20 07:00;12;18,63;2,61;14,64;0,46;;
25/03/20 08:00;12;25,06;3,65;19,46;0,48;;
25/03/20 09:00;12;34,05;6,17;24,59;0,51;;
25/03/20 10:00;12;38,78;7,20;27,74;0,51;;
25/03/20 11:00;12;31,74;5,06;23,98;0,48;;
25/03/20 12:00;12;27,77;3,71;22,09;0,46;;
25/03/20 13:00;12;24,49;3,03;19,84;0,46;;
25/03/20 14:00;12;44,66;6,64;34,48;0,47;;
25/03/20 15:00;12;73,06;12,24;54,30;0,46;;
25/03/20 16:00;12;34,09;3,50;28,73;;;
25/03/20 17:00;12;31,27;2,40;27,59;0,17;;
25/03/20 18:00;12;32,06;1,70;29,45;0,19;;
25/03/20 19:00;12;29,36;1,55;26,99;0,19;;
25/03/20 20:00;12;37,73;2,06;34,57;;;
25/03/20 21:00;12;48,13;3,34;43,01;0,49;;
25/03/20 22:00;12;36,92;2,14;33,64;0,43;;
25/03/20 23:00;12;43,55;3,39;38,35;0,33;;
26/03/20 00:00;12;34,58;1,95;31,59;0,27;;
26/03/20 01:00;7;24,04;1,59;21,60;0,28;;
26/03/20 02:00;7;15,69;1,38;13,57;0,20;;
26/03/20 03:00;7;12,14;1,36;10,05;0,13;;
26/03/20 04:00;7;10,52;1,33;8,48;0,11;;
26/03/20 05:00;7;10,90;1,34;8,84;0,13;;
26/03/20 06:00;7;14,10;1,38;11,98;0,13;;
26/03/20 07:00;7;14,30;1,39;12,17;0,12;;
26/03/20 08:00;7;16,78;1,49;14,50;0,11;;
26/03/20 09:00;7;19,95;1,67;17,39;0,14;;
26/03/20 10:00;7;19,24;1,80;16,48;0,15;;
26/03/20 11:00;7;13,02;1,73;10,37;0,12;;
26/03/20 12:00;7;13,50;1,95;10,51;0,12;;
26/03/20 13:00;7;14,94;2,10;11,72;0,12;;
26/03/20 14:00;7;;;;0,12;;
26/03/20 15:00;7;14,79;1,62;12,31;0,13;;
26/03/20 16:00;7;14,06;1,51;11,74;0,13;;
26/03/20 17:00;7;12,87;1,50;10,57;0,12;;
26/03/20 18:00;7;12,85;1,48;10,57;0,13;;
26/03/20 19:00;7;14,53;1,57;12,13;;;
26/03/20 20:00;7;16,44;1,62;13,96;0,16;;
26/03/20 21:00;7;14,72;1,50;12,42;0,15;;
26/03/20 22:00;7;12,52;1,47;10,27;0,12;;
26/03/20 23:00;7;11,48;1,37;9,37;0,12;;
27/03/20 00:00;7;10,24;1,33;8,19;0,13;;
27/03/20 01:00;6;9,38;1,31;7,37;0,13;;
27/03/20 02:00;6;9,03;1,36;6,95;0,12;;
27/03/20 03:00;6;8,53;1,32;6,50;0,11;;
27/03/20 04:00;6;8,16;1,35;6,08;0,11;;
27/03/20 05:00;6;9,28;1,39;7,15;0,11;;
27/03/20 06:00;6;11,11;1,49;8,83;0,12;;
27/03/20 07:00;6;14,94;1,84;12,12;0,13;;
27/03/20 08:00;6;19,47;2,63;15,43;0,15;;
27/03/20 09:00;6;16,39;2,21;13,01;0,16;;
27/03/20 10:00;6;13,02;2,18;9,67;0,14;;
27/03/20 11:00;6;15,91;2,28;12,41;0,12;;
27/03/20 12:00;6;17,43;2,13;14,17;0,13;;
27/03/20 13:00;6;17,34;2,01;14,26;0,12;;
27/03/20 14:00;6;16,54;2,24;13,11;0,09;;
27/03/20 15:00;6;15,01;1,96;12,02;0,06;;
27/03/20 16:00;6;13,41;1,76;10,72;0,06;;
27/03/20 17:00;6;14,60;1,80;11,84;0,05;;
27/03/20 18:00;6;17,69;1,67;15,14;;;
27/03/20 19:00;6;22,61;2,18;19,26;0,11;;
27/03/20 20:00;6;25,45;2,02;22,35;0,20;;
27/03/20 21:00;6;33,94;2,07;30,76;0,25;;
27/03/20 22:00;6;29,29;2,01;26,21;0,19;;
