Parm;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE
26/03/20 23:00;Bari - Cavour;0.40;23;6;0.23;5.28;5.02;;;0.49
27/03/20 00:00;Bari - Cavour;0.41;23;6;0.21;5.38;5.30;;;0.55
27/03/20 01:00;Bari - Cavour;0.40;13;5;0.13;4.06;4.07;;;0.53
27/03/20 02:00;Bari - Cavour;0.40;13;5;0.07;3.29;3.26;;;0.52
27/03/20 03:00;Bari - Cavour;0.42;13;5;0.10;3.54;3.40;;;0.52
27/03/20 04:00;Bari - Cavour;0.43;13;5;0.09;3.40;3.31;;;0.55
27/03/20 05:00;Bari - Cavour;0.43;13;5;0.13;3.58;3.58;;;0.57
27/03/20 06:00;Bari - Cavour;0.43;13;5;0.59;7.58;6.68;;;0.58
27/03/20 07:00;Bari - Cavour;0.46;13;5;1.18;15.44;13.62;;;0.62
27/03/20 08:00;Bari - Cavour;0.48;13;5;2.24;20.41;16.98;;;0.68
27/03/20 09:00;Bari - Cavour;0.47;13;5;2.50;22.85;19.03;;;0.79
27/03/20 10:00;Bari - Cavour;0.50;13;5;3.63;26.29;20.72;;;0.86
27/03/20 11:00;Bari - Cavour;0.48;13;5;2.29;20.95;17.44;;;0.91
27/03/20 12:00;Bari - Cavour;0.46;13;5;2.24;18.34;14.90;;;0.83
27/03/20 13:00;Bari - Cavour;0.44;13;5;1.28;12.15;10.19;;;0.78
27/03/20 14:00;Bari - Cavour;0.41;13;5;1.65;12.61;10.08;;;0.74
27/03/20 15:00;Bari - Cavour;0.38;13;5;1.34;11.90;9.86;;;0.61
27/03/20 16:00;Bari - Cavour;0.37;13;5;1.29;10.44;8.47;;;0.51
27/03/20 17:00;Bari - Cavour;0.39;13;5;1.10;12.64;10.97;;;0.58
27/03/20 18:00;Bari - Cavour;0.43;13;5;1.89;17.72;14.83;;;0.67
27/03/20 19:00;Bari - Cavour;0.45;13;5;1.64;19.48;16.96;;;0.77
27/03/20 20:00;Bari - Cavour;0.50;13;5;2.06;26.76;23.61;;;0.87
27/03/20 21:00;Bari - Cavour;0.52;13;5;1.75;26.59;23.91;;;1.05
27/03/20 22:00;Bari - Cavour;0.52;13;5;1.88;24.76;21.87;;;1.09
27/03/20 23:00;Bari - Cavour;0.48;13;5;1.72;19.94;17.32;;;1.07
28/03/20 00:00;Bari - Cavour;0.48;13;5;1.80;16.93;14.17;;;0.84
28/03/20 01:00;Bari - Cavour;0.52;14;9;1.24;18.05;16.15;;;1.09
28/03/20 02:00;Bari - Cavour;0.56;14;9;1.11;18.49;16.78;;;1.36
28/03/20 03:00;Bari - Cavour;0.56;14;9;2.10;25.38;22.14;;;1.54
28/03/20 04:00;Bari - Cavour;0.54;14;9;1.32;21.29;19.27;;;1.59
28/03/20 05:00;Bari - Cavour;0.52;14;9;1.72;18.55;15.91;;;1.49
28/03/20 06:00;Bari - Cavour;0.47;14;9;;;;;;1.03
28/03/20 07:00;Bari - Cavour;0.45;14;9;3.62;28.50;22.95;;;0.88
28/03/20 08:00;Bari - Cavour;0.53;14;9;7.82;44.26;32.27;;;0.89
28/03/20 09:00;Bari - Cavour;0.56;14;9;5.72;38.36;29.59;;;1.33
28/03/20 10:00;Bari - Cavour;0.48;14;9;1.38;15.68;13.57;;;1.39
28/03/20 11:00;Bari - Cavour;0.44;14;9;1.19;13.02;11.20;;;0.99
28/03/20 12:00;Bari - Cavour;0.44;14;9;1.87;16.51;13.64;;;0.80
28/03/20 13:00;Bari - Cavour;0.43;14;9;1.55;16.69;14.31;;;0.75
28/03/20 14:00;Bari - Cavour;0.43;14;9;1.37;13.99;11.90;;;0.72
28/03/20 15:00;Bari - Cavour;0.41;14;9;1.12;13.48;11.75;;;0.59
28/03/20 16:00;Bari - Cavour;0.40;14;9;1.21;13.49;11.63;;;0.55
28/03/20 17:00;Bari - Cavour;0.42;14;9;0.83;9.34;8.06;;;0.52
28/03/20 18:00;Bari - Cavour;0.42;14;9;1.36;17.01;14.93;;;0.63
28/03/20 19:00;Bari - Cavour;0.43;14;9;1.25;21.47;19.56;;;0.54
28/03/20 20:00;Bari - Cavour;0.44;14;9;1.26;21.82;19.87;;;0.61
28/03/20 21:00;Bari - Cavour;0.46;14;9;1.03;20.80;19.21;;;0.56
28/03/20 22:00;Bari - Cavour;0.50;14;9;1.51;26.47;24.16;;;0.60
28/03/20 23:00;Bari - Cavour;0.49;14;9;1.46;25.12;22.89;;;0.84
29/03/20 00:00;Bari - Cavour;0.48;14;9;1.26;16.99;15.05;;;1.04
29/03/20 01:00;Bari - Cavour;0.46;88;21;0.75;11.40;10.25;;;1.18
29/03/20 02:00;Bari - Cavour;0.41;88;21;0.42;6.46;5.81;;;0.97
29/03/20 03:00;Bari - Cavour;0.38;88;21;0.57;5.91;5.04;;;0.71
29/03/20 04:00;Bari - Cavour;0.39;88;21;1.00;6.50;4.98;;;0.63
29/03/20 05:00;Bari - Cavour;0.40;88;21;0.95;6.76;5.31;;;0.60
29/03/20 06:00;Bari - Cavour;0.42;88;21;0.86;9.42;8.10;;;0.68
29/03/20 07:00;Bari - Cavour;0.47;88;21;1.10;14.97;13.28;;;0.72
29/03/20 08:00;Bari - Cavour;0.50;88;21;1.53;16.21;13.87;;;1.04
29/03/20 09:00;Bari - Cavour;0.48;88;21;1.93;15.85;12.89;;;1.32
29/03/20 10:00;Bari - Cavour;0.44;88;21;1.39;14.16;12.03;;;1.04
29/03/20 11:00;Bari - Cavour;0.42;88;21;1.32;12.14;10.12;;;0.86
29/03/20 12:00;Bari - Cavour;0.43;88;21;2.18;16.27;12.93;;;0.74
29/03/20 13:00;Bari - Cavour;0.44;88;21;1.13;8.91;7.17;;;0.73
29/03/20 14:00;Bari - Cavour;0.41;88;21;1.29;8.41;6.44;;;0.67
29/03/20 15:00;Bari - Cavour;0.42;88;21;0.91;4.38;2.98;;;0.60
29/03/20 16:00;Bari - Cavour;0.42;88;21;0.98;4.69;3.19;;;0.62
29/03/20 17:00;Bari - Cavour;0.43;88;21;0.86;4.06;2.74;;;0.64
29/03/20 18:00;Bari - Cavour;0.44;88;21;1.03;6.54;4.96;;;0.66
29/03/20 19:00;Bari - Cavour;0.44;88;21;0.93;8.34;6.91;;;0.65
29/03/20 20:00;Bari - Cavour;0.47;88;21;1.22;17.13;15.25;;;0.71
29/03/20 21:00;Bari - Cavour;0.54;88;21;1.53;27.90;25.55;;;0.86
29/03/20 22:00;Bari - Cavour;0.60;88;21;1.67;33.37;30.80;;;1.33
29/03/20 23:00;Bari - Cavour;0.54;88;21;3.18;31.00;26.07;;;1.52
30/03/20 00:00;Bari - Cavour;0.52;88;21;1.10;19.51;17.83;;;1.70
30/03/20 01:00;Bari - Cavour;0.51;105;22;0.88;15.10;13.76;;;1.51
30/03/20 02:00;Bari - Cavour;0.48;105;22;0.65;11.70;10.70;;;1.29
30/03/20 03:00;Bari - Cavour;0.47;105;22;0.80;9.35;8.11;;;1.09
30/03/20 04:00;Bari - Cavour;0.47;105;22;1.06;10.74;9.12;;;1.04
30/03/20 05:00;Bari - Cavour;0.47;105;22;3.24;23.89;18.92;;;1.02
30/03/20 06:00;Bari - Cavour;0.50;105;22;;;;;;1.06
30/03/20 07:00;Bari - Cavour;0.56;105;22;23.88;78.52;41.91;;;1.33
30/03/20 08:00;Bari - Cavour;0.74;105;22;41.01;111.46;48.58;;;1.74
30/03/20 09:00;Bari - Cavour;0.66;105;22;22.21;74.09;40.03;;;2.44
30/03/20 10:00;Bari - Cavour;0.54;105;22;3.87;33.34;27.39;;;1.87
30/03/20 11:00;Bari - Cavour;0.48;105;22;2.00;21.20;18.13;;;1.24
30/03/20 12:00;Bari - Cavour;0.47;105;22;2.67;27.84;23.74;;;1.01
30/03/20 13:00;Bari - Cavour;0.48;105;22;2.47;27.58;23.80;;;0.92
30/03/20 14:00;Bari - Cavour;0.49;105;22;1.36;21.42;19.33;;;0.84
30/03/20 15:00;Bari - Cavour;0.48;105;22;1.46;19.52;17.29;;;0.79
30/03/20 16:00;Bari - Cavour;0.47;105;22;1.13;20.46;18.73;;;0.74
30/03/20 17:00;Bari - Cavour;0.50;105;22;1.14;17.49;15.74;;;0.76
30/03/20 18:00;Bari - Cavour;0.53;105;22;1.41;29.11;26.94;;;0.86
30/03/20 19:00;Bari - Cavour;0.53;105;22;0.36;22.75;22.23;;;0.90
30/03/20 20:00;Bari - Cavour;0.50;105;22;0.36;19.21;18.66;;;0.78
30/03/20 21:00;Bari - Cavour;0.53;105;22;0.83;21.21;19.94;;;0.81
30/03/20 22:00;Bari - Cavour;0.52;105;22;0.66;21.30;20.30;;;0.88
30/03/20 23:00;Bari - Cavour;0.50;105;22;0.90;19.79;18.41;;;0.86
31/03/20 00:00;Bari - Cavour;0.49;105;22;0.54;15.80;14.99;;;0.96
31/03/20 01:00;Bari - Cavour;0.50;42;14;0.53;15.24;14.41;;;1.09
31/03/20 02:00;Bari - Cavour;0.48;42;14;0.20;10.00;9.71;;;1.28
31/03/20 03:00;Bari - Cavour;0.44;42;14;0.17;7.30;7.19;;;1.00
31/03/20 04:00;Bari - Cavour;0.44;42;14;0.54;8.08;7.25;;;0.75
31/03/20 05:00;Bari - Cavour;0.44;42;14;0.94;15.70;14.27;;;0.68
31/03/20 06:00;Bari - Cavour;0.49;42;14;1.25;24.54;22.61;;;0.77
31/03/20 07:00;Bari - Cavour;0.60;42;14;4.51;38.04;31.12;;;1.03
31/03/20 08:00;Bari - Cavour;0.61;42;14;5.70;44.08;35.34;;;1.87
31/03/20 09:00;Bari - Cavour;0.51;42;14;2.35;26.37;22.77;;;1.60
31/03/20 10:00;Bari - Cavour;0.47;42;14;2.16;21.30;17.99;;;1.29
31/03/20 11:00;Bari - Cavour;0.45;42;14;1.86;18.89;16.04;;;1.04
31/03/20 12:00;Bari - Cavour;0.42;42;14;1.19;14.95;13.13;;;0.89
31/03/20 13:00;Bari - Cavour;0.40;42;14;1.18;13.58;11.77;;;0.73
31/03/20 14:00;Bari - Cavour;0.40;42;14;1.34;17.30;15.25;;;0.73
31/03/20 15:00;Bari - Cavour;0.37;42;14;1.48;19.81;17.54;;;0.64
31/03/20 16:00;Bari - Cavour;0.36;42;14;1.99;27.51;24.46;;;0.54
31/03/20 17:00;Bari - Cavour;0.36;42;14;1.44;20.90;18.69;;;0.49
31/03/20 18:00;Bari - Cavour;0.37;42;14;1.41;20.91;18.75;;;0.54
31/03/20 19:00;Bari - Cavour;0.36;42;14;1.41;21.39;19.22;;;0.55
31/03/20 20:00;Bari - Cavour;0.35;42;14;1.07;12.28;10.63;;;0.49
31/03/20 21:00;Bari - Cavour;0.34;42;14;1.21;9.88;8.02;;;0.45
31/03/20 22:00;Bari - Cavour;0.33;42;14;0.94;13.67;12.23;;;0.40
31/03/20 23:00;Bari - Cavour;0.34;42;14;0.88;11.54;10.19;;;0.40
01/04/20 00:00;Bari - Cavour;0.33;42;14;0.91;5.65;4.26;;;0.38
01/04/20 01:00;Bari - Cavour;0.33;11;7;0.69;4.69;3.63;;;0.35
01/04/20 02:00;Bari - Cavour;;11;7;0.87;4.23;2.90;;;0.36
01/04/20 03:00;Bari - Cavour;0.33;11;7;0.41;2.45;1.82;;;0.40
01/04/20 04:00;Bari - Cavour;0.34;11;7;0.75;3.37;2.22;;;0.46
01/04/20 05:00;Bari - Cavour;0.34;11;7;1.42;8.89;6.71;;;0.45
01/04/20 06:00;Bari - Cavour;0.36;11;7;;;;;;0.60
01/04/20 07:00;Bari - Cavour;0.42;11;7;4.60;29.81;22.77;;;0.63
01/04/20 08:00;Bari - Cavour;0.44;11;7;3.86;28.74;22.82;;;0.94
01/04/20 09:00;Bari - Cavour;0.36;11;7;1.97;19.43;16.40;;;0.82
01/04/20 10:00;Bari - Cavour;0.34;11;7;2.06;18.49;15.33;;;0.61
01/04/20 11:00;Bari - Cavour;0.35;11;7;1.85;15.92;13.09;;;0.60
01/04/20 12:00;Bari - Cavour;0.32;11;7;1.69;12.73;10.14;;;0.53
01/04/20 13:00;Bari - Cavour;0.34;11;7;2.44;19.21;15.47;;;0.58
01/04/20 14:00;Bari - Cavour;0.33;11;7;1.97;17.01;13.99;;;0.60
01/04/20 15:00;Bari - Cavour;0.32;11;7;1.44;10.08;7.88;;;0.53
01/04/20 16:00;Bari - Cavour;0.31;11;7;1.67;9.96;7.39;;;0.46
01/04/20 17:00;Bari - Cavour;0.32;11;7;1.64;11.13;8.61;;;0.50
01/04/20 18:00;Bari - Cavour;0.31;11;7;1.68;16.92;14.35;;;0.48
01/04/20 19:00;Bari - Cavour;0.33;11;7;2.06;24.35;21.18;;;0.53
01/04/20 20:00;Bari - Cavour;0.32;11;7;1.67;17.10;14.54;;;0.63
01/04/20 21:00;Bari - Cavour;0.30;11;7;1.53;11.78;9.43;;;0.49
01/04/20 22:00;Bari - Cavour;0.32;11;7;1.48;11.64;9.37;;;0.46
01/04/20 23:00;Bari - Cavour;0.30;11;7;1.60;9.90;7.44;;;0.47
02/04/20 00:00;Bari - Cavour;0.30;11;7;1.52;7.79;5.46;;;0.47
02/04/20 01:00;Bari - Cavour;0.30;18;12;1.50;6.78;4.49;;;0.45
02/04/20 02:00;Bari - Cavour;0.30;18;12;1.24;4.30;2.40;;;0.46
02/04/20 03:00;Bari - Cavour;0.30;18;12;;4.11;;;;0.47
02/04/20 04:00;Bari - Cavour;0.32;18;12;1.27;5.05;3.10;;;0.49
02/04/20 05:00;Bari - Cavour;0.32;18;12;1.91;11.84;8.92;;;0.52
02/04/20 06:00;Bari - Cavour;0.34;18;12;2.18;19.41;16.07;;;0.53
02/04/20 07:00;Bari - Cavour;0.42;18;12;4.23;32.75;26.27;;;0.67
02/04/20 08:00;Bari - Cavour;0.47;18;12;5.89;41.92;32.90;;;1.21
02/04/20 09:00;Bari - Cavour;0.42;18;12;3.44;31.53;26.26;;;1.53
02/04/20 10:00;Bari - Cavour;0.40;18;12;2.49;23.31;19.49;;;1.21
02/04/20 11:00;Bari - Cavour;0.37;18;12;2.10;18.33;15.11;;;0.99
02/04/20 12:00;Bari - Cavour;0.35;18;12;1.94;17.28;14.30;;;0.83
02/04/20 13:00;Bari - Cavour;0.36;18;12;2.05;17.03;13.88;;;0.78
02/04/20 14:00;Bari - Cavour;0.35;18;12;2.45;19.97;16.21;;;0.73
02/04/20 15:00;Bari - Cavour;0.36;18;12;2.47;15.91;12.11;;;0.68
02/04/20 16:00;Bari - Cavour;0.35;18;12;2.15;13.67;10.37;;;0.63
02/04/20 17:00;Bari - Cavour;0.37;18;12;1.88;12.91;10.02;;;0.65
02/04/20 18:00;Bari - Cavour;0.38;18;12;2.19;14.83;11.47;;;0.68
02/04/20 19:00;Bari - Cavour;0.38;18;12;2.41;16.37;12.66;;;0.66
02/04/20 20:00;Bari - Cavour;0.39;18;12;2.52;18.94;15.07;;;0.70
02/04/20 21:00;Bari - Cavour;0.42;18;12;3.25;34.80;29.79;;;0.74
02/04/20 22:00;Bari - Cavour;0.52;18;12;2.72;44.07;39.89;;;1.08
02/04/20 23:00;Bari - Cavour;0.49;18;12;3.44;39.55;34.27;;;1.63
03/04/20 00:00;Bari - Cavour;0.44;18;12;1.91;20.22;17.28;;;1.37
03/04/20 01:00;Bari - Cavour;0.40;18;13;0.87;11.38;10.04;;;1.25
03/04/20 02:00;Bari - Cavour;;18;13;1.05;8.48;6.89;;;1.03
03/04/20 03:00;Bari - Cavour;0.37;18;13;1.00;7.56;6.03;;;0.91
03/04/20 04:00;Bari - Cavour;0.38;18;13;1.48;13.26;11.01;;;0.86
03/04/20 05:00;Bari - Cavour;0.41;18;13;2.00;23.45;20.37;;;0.88
03/04/20 06:00;Bari - Cavour;0.44;18;13;;;;;;1.14
03/04/20 07:00;Bari - Cavour;0.54;18;13;14.05;74.43;52.89;;;1.27
03/04/20 08:00;Bari - Cavour;0.65;18;13;21.77;94.75;61.37;;;1.75
03/04/20 09:00;Bari - Cavour;0.59;18;13;10.28;65.29;49.52;;;2.17
03/04/20 10:00;Bari - Cavour;0.52;18;13;3.60;33.62;28.10;;;1.56
03/04/20 11:00;Bari - Cavour;0.43;18;13;2.35;21.22;17.61;;;1.15
03/04/20 12:00;Bari - Cavour;0.43;18;13;3.02;23.38;18.74;;;0.94
03/04/20 13:00;Bari - Cavour;0.43;18;13;3.26;27.35;22.35;;;0.97
03/04/20 14:00;Bari - Cavour;0.40;18;13;2.33;18.48;14.92;;;0.89
03/04/20 15:00;Bari - Cavour;0.39;18;13;2.90;19.17;14.73;;;0.71
03/04/20 16:00;Bari - Cavour;0.38;18;13;2.38;16.34;12.69;;;0.63
03/04/20 17:00;Bari - Cavour;0.36;18;13;1.43;10.54;8.34;;;0.57
03/04/20 18:00;Bari - Cavour;0.37;18;13;1.55;11.17;8.80;;;0.59
03/04/20 19:00;Bari - Cavour;0.39;18;13;1.56;12.50;10.08;;;0.60
03/04/20 20:00;Bari - Cavour;0.38;18;13;1.50;15.07;12.78;;;0.60
03/04/20 21:00;Bari - Cavour;0.38;18;13;1.71;17.52;14.89;;;0.60
03/04/20 22:00;Bari - Cavour;0.36;18;13;0.83;11.64;10.36;;;0.61
03/04/20 23:00;Bari - Cavour;0.34;18;13;0.99;12.16;10.65;;;0.54
04/04/20 00:00;Bari - Cavour;0.34;18;13;0.85;7.22;5.92;;;0.51
04/04/20 01:00;Bari - Cavour;0.33;23;13;0.82;4.45;3.21;;;0.50
04/04/20 02:00;Bari - Cavour;0.33;23;13;0.83;4.23;2.97;;;0.50
04/04/20 03:00;Bari - Cavour;0.32;23;13;0.70;4.00;2.94;;;0.46
04/04/20 04:00;Bari - Cavour;0.34;23;13;0.91;5.29;3.90;;;0.47
04/04/20 05:00;Bari - Cavour;0.35;23;13;1.79;11.73;8.99;;;0.57
04/04/20 06:00;Bari - Cavour;0.37;23;13;1.53;16.76;14.41;;;0.58
04/04/20 07:00;Bari - Cavour;0.45;23;13;2.50;25.60;21.76;;;0.85
04/04/20 08:00;Bari - Cavour;0.44;23;13;2.36;26.09;22.47;;;1.22
04/04/20 09:00;Bari - Cavour;0.40;23;13;1.51;18.83;16.52;;;1.00
04/04/20 10:00;Bari - Cavour;0.39;23;13;1.33;15.22;13.19;;;0.83
04/04/20 11:00;Bari - Cavour;0.39;23;13;1.37;13.19;11.09;;;0.77
04/04/20 12:00;Bari - Cavour;0.40;23;13;1.35;14.35;12.28;;;0.75
04/04/20 13:00;Bari - Cavour;0.39;23;13;1.31;15.69;13.66;;;0.68
04/04/20 14:00;Bari - Cavour;0.38;23;13;1.25;16.56;14.65;;;0.64
04/04/20 15:00;Bari - Cavour;0.37;23;13;1.30;14.78;12.78;;;0.59
04/04/20 16:00;Bari - Cavour;0.35;23;13;0.89;9.86;8.49;;;0.50
04/04/20 17:00;Bari - Cavour;0.34;23;13;1.20;12.23;10.38;;;0.42
04/04/20 18:00;Bari - Cavour;0.33;23;13;0.77;9.71;8.53;;;0.39
04/04/20 19:00;Bari - Cavour;0.34;23;13;1.16;13.71;11.93;;;0.37
04/04/20 20:00;Bari - Cavour;0.34;23;13;0.73;14.78;13.66;;;0.37
04/04/20 21:00;Bari - Cavour;0.35;23;13;0.67;9.89;8.87;;;0.38
04/04/20 22:00;Bari - Cavour;0.36;23;13;0.50;7.68;6.91;;;0.40
04/04/20 23:00;Bari - Cavour;0.39;23;13;0.91;12.06;10.67;;;0.46
05/04/20 00:00;Bari - Cavour;0.41;23;13;0.92;15.39;13.99;;;0.59
05/04/20 01:00;Bari - Cavour;0.42;27;15;0.61;15.37;14.43;;;0.59
05/04/20 02:00;Bari - Cavour;;27;15;0.34;6.45;6.00;;;0.65
05/04/20 03:00;Bari - Cavour;0.41;27;15;0.53;6.07;5.27;;;0.62
05/04/20 04:00;Bari - Cavour;0.41;27;15;0.36;5.74;5.19;;;0.61
05/04/20 05:00;Bari - Cavour;0.42;27;15;0.46;5.53;4.82;;;0.63
05/04/20 06:00;Bari - Cavour;0.42;27;15;;;;;;0.72
05/04/20 07:00;Bari - Cavour;0.42;27;15;0.73;9.54;8.43;;;0.68
05/04/20 08:00;Bari - Cavour;0.42;27;15;0.73;9.82;8.69;;;0.64
05/04/20 09:00;Bari - Cavour;0.44;27;15;1.24;11.66;9.75;;;0.60
05/04/20 10:00;Bari - Cavour;0.46;27;15;1.21;22.91;21.05;;;0.71
05/04/20 11:00;Bari - Cavour;0.45;27;15;0.88;12.28;10.94;;;0.74
05/04/20 12:00;Bari - Cavour;0.45;27;15;1.14;16.48;14.74;;;0.75
05/04/20 13:00;Bari - Cavour;0.44;27;15;1.16;14.83;13.06;;;0.75
05/04/20 14:00;Bari - Cavour;0.42;27;15;1.59;14.59;12.16;;;0.67
05/04/20 15:00;Bari - Cavour;0.42;27;15;0.42;8.56;7.91;;;0.60
05/04/20 16:00;Bari - Cavour;0.42;27;15;0.88;6.37;5.03;;;0.56
05/04/20 17:00;Bari - Cavour;0.42;27;15;0.75;7.99;6.85;;;0.53
05/04/20 18:00;Bari - Cavour;0.42;27;15;0.76;12.40;11.24;;;0.54
05/04/20 19:00;Bari - Cavour;0.44;27;15;0.80;15.98;14.74;;;0.55
05/04/20 20:00;Bari - Cavour;0.47;27;15;0.64;16.29;15.30;;;0.74
05/04/20 21:00;Bari - Cavour;0.48;27;15;0.55;17.05;16.21;;;0.72
05/04/20 22:00;Bari - Cavour;0.57;27;15;0.68;19.64;18.59;;;1.10
05/04/20 23:00;Bari - Cavour;0.53;27;15;1.29;22.56;20.58;;;1.15
06/04/20 00:00;Bari - Cavour;0.41;27;15;0.60;8.16;7.25;;;0.79
06/04/20 01:00;Bari - Cavour;0.39;41;20;0.29;4.26;3.83;;;0.65
06/04/20 02:00;Bari - Cavour;0.41;41;20;0.41;3.40;2.78;;;0.65
06/04/20 03:00;Bari - Cavour;0.42;41;20;0.51;3.67;2.90;;;0.65
06/04/20 04:00;Bari - Cavour;0.50;41;20;1.11;15.60;13.90;;;0.73
06/04/20 05:00;Bari - Cavour;0.57;41;20;17.33;69.36;42.79;;;1.09
06/04/20 06:00;Bari - Cavour;0.63;41;20;42.47;118.79;53.66;;;1.38
06/04/20 07:00;Bari - Cavour;0.60;41;20;38.07;109.23;50.84;;;1.50
06/04/20 08:00;Bari - Cavour;0.58;41;20;11.63;64.11;46.28;;;1.34
06/04/20 09:00;Bari - Cavour;0.53;41;20;5.71;43.71;34.94;;;1.22
06/04/20 10:00;Bari - Cavour;0.56;41;20;3.33;33.02;27.91;;;1.12
06/04/20 11:00;Bari - Cavour;0.52;41;20;3.88;29.98;24.02;;;1.15
06/04/20 12:00;Bari - Cavour;0.49;41;20;2.38;21.19;17.56;;;0.95
06/04/20 13:00;Bari - Cavour;0.50;41;20;2.51;21.07;17.21;;;0.95
06/04/20 14:00;Bari - Cavour;0.48;41;20;1.41;14.87;12.71;;;0.91
06/04/20 15:00;Bari - Cavour;0.44;41;20;0.32;8.51;8.08;;;0.67
06/04/20 16:00;Bari - Cavour;0.48;41;20;0.50;12.38;11.65;;;0.65
06/04/20 17:00;Bari - Cavour;0.48;41;20;0.37;12.85;12.45;;;0.71
06/04/20 18:00;Bari - Cavour;0.47;41;20;0.50;16.03;15.27;;;0.73
06/04/20 19:00;Bari - Cavour;0.48;41;20;1.44;45.92;43.72;;;0.77
06/04/20 20:00;Bari - Cavour;0.45;41;20;0.61;42.21;41.31;;;0.74
06/04/20 21:00;Bari - Cavour;0.45;41;20;0.00;18.21;18.73;;;0.63
06/04/20 22:00;Bari - Cavour;0.47;41;20;0.28;18.13;18.00;;;0.68
06/04/20 23:00;Bari - Cavour;0.48;41;20;0.55;22.38;21.75;;;0.78
07/04/20 00:00;Bari - Cavour;0.48;41;20;0.65;21.36;20.63;;;1.04
07/04/20 01:00;Bari - Cavour;0.46;38;27;0.20;18.34;18.11;;;1.26
07/04/20 02:00;Bari - Cavour;;38;27;0.14;12.26;12.28;;;1.20
07/04/20 03:00;Bari - Cavour;0.42;38;27;0.09;10.91;10.96;;;0.99
07/04/20 04:00;Bari - Cavour;0.42;38;27;0.35;13.32;12.85;;;0.94
07/04/20 05:00;Bari - Cavour;0.41;38;27;1.92;28.97;26.02;;;0.84
07/04/20 06:00;Bari - Cavour;0.44;38;27;;;;;;0.88
07/04/20 07:00;Bari - Cavour;0.49;38;27;3.21;44.98;40.07;;;0.92
07/04/20 08:00;Bari - Cavour;0.50;38;27;3.52;44.59;39.20;;;1.41
07/04/20 09:00;Bari - Cavour;0.49;38;27;2.08;29.39;26.20;;;1.42
07/04/20 10:00;Bari - Cavour;0.47;38;27;1.21;20.66;18.80;;;1.45
07/04/20 11:00;Bari - Cavour;0.46;38;27;1.11;15.76;14.06;;;1.28
07/04/20 12:00;Bari - Cavour;0.43;38;27;0.99;13.58;12.06;;;0.91
07/04/20 13:00;Bari - Cavour;0.44;38;27;1.01;14.72;13.18;;;0.86
07/04/20 14:00;Bari - Cavour;0.46;38;27;3.61;32.49;26.96;;;0.93
07/04/20 15:00;Bari - Cavour;0.45;38;27;0.91;23.64;22.24;;;0.83
07/04/20 16:00;Bari - Cavour;0.47;38;27;1.35;26.31;24.26;;;0.76
07/04/20 17:00;Bari - Cavour;0.48;38;27;0.70;22.21;21.14;;;0.83
07/04/20 18:00;Bari - Cavour;0.47;38;27;0.30;14.42;13.96;;;0.79
07/04/20 19:00;Bari - Cavour;0.49;38;27;0.42;16.01;15.45;;;0.77
07/04/20 20:00;Bari - Cavour;0.50;38;27;0.25;18.20;17.85;;;0.85
07/04/20 21:00;Bari - Cavour;0.52;38;27;0.54;19.17;18.35;;;0.78
07/04/20 22:00;Bari - Cavour;0.54;38;27;0.47;25.54;24.89;;;0.86
07/04/20 23:00;Bari - Cavour;0.52;38;27;2.18;33.88;30.53;;;1.04
08/04/20 00:00;Bari - Cavour;0.51;38;27;0.92;25.74;24.33;;;1.46
08/04/20 01:00;Bari - Cavour;0.47;32;23;0.56;17.98;17.12;;;1.43
08/04/20 02:00;Bari - Cavour;0.44;32;23;0.19;11.75;11.53;;;1.07
08/04/20 03:00;Bari - Cavour;0.43;32;23;0.06;9.29;9.34;;;0.93
08/04/20 04:00;Bari - Cavour;0.43;32;23;0.34;11.35;10.93;;;0.86
08/04/20 05:00;Bari - Cavour;0.46;32;23;1.25;20.51;18.59;;;0.86
08/04/20 06:00;Bari - Cavour;0.48;32;23;5.86;52.89;43.90;;;0.98
08/04/20 07:00;Bari - Cavour;0.61;32;23;17.35;79.61;53.01;;;1.13
08/04/20 08:00;Bari - Cavour;0.70;32;23;15.44;78.11;54.44;;;2.04
08/04/20 09:00;Bari - Cavour;0.52;32;23;1.88;32.96;30.08;;;1.94
08/04/20 10:00;Bari - Cavour;0.46;32;23;0.89;18.02;16.67;;;1.38
08/04/20 11:00;Bari - Cavour;0.44;32;23;0.77;13.87;12.69;;;0.97
08/04/20 12:00;Bari - Cavour;0.43;32;23;0.70;12.86;11.83;;;0.82
08/04/20 13:00;Bari - Cavour;0.45;32;23;1.07;15.93;14.29;;;0.78
08/04/20 14:00;Bari - Cavour;0.43;32;23;0.93;14.53;13.10;;;0.76
08/04/20 15:00;Bari - Cavour;0.41;32;23;1.05;11.82;10.22;;;0.59
08/04/20 16:00;Bari - Cavour;0.39;32;23;1.12;10.47;8.75;;;0.52
08/04/20 17:00;Bari - Cavour;0.43;32;23;1.98;14.06;11.02;;;0.52
08/04/20 18:00;Bari - Cavour;0.46;32;23;2.03;23.46;20.35;;;0.65
08/04/20 19:00;Bari - Cavour;0.40;32;23;1.28;26.86;24.90;;;0.57
08/04/20 20:00;Bari - Cavour;0.54;32;23;5.61;52.36;43.77;;;0.74
08/04/20 21:00;Bari - Cavour;0.50;32;23;3.00;52.10;47.50;;;1.21
