ts;Station;CO;PM10;PM2.5;NO;NOx;NO2;NO3;O3;BENZENE
18/07/20 19:00;Barletta - Casardi;;9;5;0.55;11.93;11.09;;;
18/07/20 20:00;Barletta - Casardi;;9;5;0.45;15.65;14.96;;;0.01
18/07/20 21:00;Barletta - Casardi;;9;5;0.53;24.81;24.00;;;0.10
18/07/20 22:00;Barletta - Casardi;;9;5;0.55;18.96;18.11;;;0.07
18/07/20 23:00;Barletta - Casardi;;9;5;0.44;12.53;11.86;;;
19/07/20 00:00;Barletta - Casardi;;9;5;0.43;12.13;11.46;;;
19/07/20 01:00;Barletta - Casardi;;9;4;0.51;13.04;12.27;;;
19/07/20 02:00;Barletta - Casardi;;9;4;0.24;10.60;10.22;;;
19/07/20 03:00;Barletta - Casardi;;9;4;0.37;10.75;10.18;;;
19/07/20 04:00;Barletta - Casardi;;9;4;0.13;9.13;8.92;;;
19/07/20 05:00;Barletta - Casardi;;9;4;0.33;8.79;8.27;;;
19/07/20 06:00;Barletta - Casardi;;9;4;0.71;9.72;8.63;;;
19/07/20 07:00;Barletta - Casardi;;9;4;1.10;9.46;7.79;;;
19/07/20 08:00;Barletta - Casardi;;9;4;1.32;9.26;7.25;;;
19/07/20 09:00;Barletta - Casardi;;9;4;1.04;7.40;5.80;;;
19/07/20 10:00;Barletta - Casardi;;9;4;0.81;6.61;5.35;;;
19/07/20 11:00;Barletta - Casardi;;9;4;1.03;7.54;5.95;;;
19/07/20 12:00;Barletta - Casardi;;9;4;1.22;9.03;7.15;;;
19/07/20 13:00;Barletta - Casardi;;9;4;0.85;7.45;6.13;;;0.02
19/07/20 14:00;Barletta - Casardi;;9;4;0.59;4.60;3.69;;;
19/07/20 15:00;Barletta - Casardi;;9;4;0.49;4.07;3.32;;;
19/07/20 16:00;Barletta - Casardi;;9;4;0.53;4.54;3.73;;;
19/07/20 17:00;Barletta - Casardi;;9;4;0.61;5.61;4.69;;;
19/07/20 18:00;Barletta - Casardi;;9;4;0.53;7.59;6.77;;;0.01
19/07/20 19:00;Barletta - Casardi;;9;4;0.57;13.63;12.76;;;0.04
19/07/20 20:00;Barletta - Casardi;;9;4;0.56;21.37;20.51;;;0.06
19/07/20 21:00;Barletta - Casardi;;9;4;0.49;21.07;20.34;;;0.07
19/07/20 22:00;Barletta - Casardi;;9;4;0.41;25.22;24.59;;;0.05
19/07/20 23:00;Barletta - Casardi;;9;4;0.43;16.90;16.25;;;0.04
20/07/20 00:00;Barletta - Casardi;;9;4;0.33;12.80;12.31;;;0.05
20/07/20 01:00;Barletta - Casardi;;11;7;0.28;9.49;9.04;;;
20/07/20 02:00;Barletta - Casardi;;11;7;0.19;8.21;7.94;;;
20/07/20 03:00;Barletta - Casardi;;11;7;;;;;;0.02
20/07/20 04:00;Barletta - Casardi;;11;7;0.43;11.22;10.56;;;
20/07/20 05:00;Barletta - Casardi;;11;7;0.53;17.26;16.44;;;
20/07/20 06:00;Barletta - Casardi;;11;7;1.27;19.19;17.23;;;0.01
20/07/20 07:00;Barletta - Casardi;;11;7;3.40;24.21;18.98;;;0.04
20/07/20 08:00;Barletta - Casardi;;11;7;2.42;17.27;13.57;;;0.12
20/07/20 09:00;Barletta - Casardi;;11;7;1.63;11.99;9.48;;;0.06
20/07/20 10:00;Barletta - Casardi;;11;7;1.56;12.88;10.49;;;0.03
20/07/20 11:00;Barletta - Casardi;;11;7;1.12;10.68;8.98;;;0.05
20/07/20 12:00;Barletta - Casardi;;11;7;0.89;8.17;6.79;;;
20/07/20 13:00;Barletta - Casardi;;11;7;0.90;8.36;6.98;;;0.01
20/07/20 14:00;Barletta - Casardi;;11;7;0.79;6.36;5.15;;;
20/07/20 15:00;Barletta - Casardi;;11;7;0.84;6.94;5.65;;;
20/07/20 16:00;Barletta - Casardi;;11;7;0.69;6.42;5.37;;;
20/07/20 17:00;Barletta - Casardi;;11;7;0.60;7.02;6.09;;;0.02
20/07/20 18:00;Barletta - Casardi;;11;7;0.80;9.14;7.93;;;0.02
20/07/20 19:00;Barletta - Casardi;;11;7;0.52;9.06;8.26;;;
20/07/20 20:00;Barletta - Casardi;;11;7;0.22;14.74;14.47;;;0.01
20/07/20 21:00;Barletta - Casardi;;11;7;0.42;17.92;17.27;;;0.03
20/07/20 22:00;Barletta - Casardi;;11;7;0.55;26.83;25.98;;;0.08
20/07/20 23:00;Barletta - Casardi;;11;7;0.58;34.82;33.93;;;0.19
21/07/20 00:00;Barletta - Casardi;;11;7;0.67;30.77;29.74;;;0.26
21/07/20 01:00;Barletta - Casardi;;15;9;0.40;15.49;14.89;;;0.17
21/07/20 02:00;Barletta - Casardi;;15;9;0.21;8.32;8.00;;;0.11
21/07/20 03:00;Barletta - Casardi;;15;9;0.22;9.11;8.78;;;
21/07/20 04:00;Barletta - Casardi;;15;9;0.34;10.60;10.10;;;
21/07/20 05:00;Barletta - Casardi;;15;9;0.43;13.98;13.32;;;0.04
21/07/20 06:00;Barletta - Casardi;;15;9;1.17;19.36;17.57;;;
21/07/20 07:00;Barletta - Casardi;;15;9;3.60;30.48;24.96;;;0.15
21/07/20 08:00;Barletta - Casardi;;15;9;2.59;22.22;18.24;;;0.12
21/07/20 09:00;Barletta - Casardi;;15;9;1.96;16.78;13.77;;;0.12
21/07/20 10:00;Barletta - Casardi;;15;9;2.09;19.29;16.11;;;0.04
21/07/20 11:00;Barletta - Casardi;;15;9;1.45;15.24;13.01;;;0.17
21/07/20 12:00;Barletta - Casardi;;15;9;1.10;10.92;9.22;;;
21/07/20 13:00;Barletta - Casardi;;15;9;1.26;10.66;8.74;;;0.02
21/07/20 14:00;Barletta - Casardi;;15;9;0.76;7.38;6.22;;;
21/07/20 15:00;Barletta - Casardi;;15;9;0.52;6.94;6.14;;;
21/07/20 16:00;Barletta - Casardi;;15;9;0.53;7.19;6.38;;;
21/07/20 17:00;Barletta - Casardi;;15;9;1.02;10.44;8.88;;;
21/07/20 18:00;Barletta - Casardi;;15;9;0.84;10.99;9.71;;;
21/07/20 19:00;Barletta - Casardi;;15;9;0.38;11.25;10.66;;;
21/07/20 20:00;Barletta - Casardi;;15;9;0.38;15.08;14.49;;;
21/07/20 21:00;Barletta - Casardi;;15;9;0.44;23.31;22.63;;;
21/07/20 22:00;Barletta - Casardi;;15;9;0.35;21.72;21.18;;;
21/07/20 23:00;Barletta - Casardi;;15;9;0.44;23.14;22.47;;;
22/07/20 00:00;Barletta - Casardi;;15;9;0.33;18.27;17.77;;;
22/07/20 01:00;Barletta - Casardi;;21;12;0.34;11.38;10.85;;;
22/07/20 02:00;Barletta - Casardi;;21;12;0.25;7.91;7.54;;;
22/07/20 03:00;Barletta - Casardi;;21;12;;;;;;
22/07/20 04:00;Barletta - Casardi;;21;12;0.07;8.05;8.04;;;
22/07/20 05:00;Barletta - Casardi;;21;12;0.26;16.43;16.01;;;
22/07/20 06:00;Barletta - Casardi;;21;12;0.76;21.10;19.93;;;
22/07/20 07:00;Barletta - Casardi;;21;12;1.65;24.60;22.07;;;
22/07/20 08:00;Barletta - Casardi;;21;12;1.80;22.40;19.64;;;
22/07/20 09:00;Barletta - Casardi;;21;12;1.52;17.76;15.43;;;
22/07/20 10:00;Barletta - Casardi;;21;12;0.86;10.74;9.41;;;
22/07/20 11:00;Barletta - Casardi;;21;12;0.85;10.97;9.68;;;
22/07/20 12:00;Barletta - Casardi;;21;12;0.77;9.97;8.78;;;
22/07/20 13:00;Barletta - Casardi;;21;12;0.75;9.43;8.27;;;
22/07/20 14:00;Barletta - Casardi;;21;12;0.43;7.05;6.41;;;
22/07/20 15:00;Barletta - Casardi;;21;12;0.46;7.54;6.84;;127.79;0.03
22/07/20 16:00;Barletta - Casardi;;21;12;0.54;7.12;6.31;;127.23;
22/07/20 17:00;Barletta - Casardi;;21;12;0.41;8.41;7.78;;126.18;
22/07/20 18:00;Barletta - Casardi;;21;12;0.39;8.84;8.25;;129.07;0.11
22/07/20 19:00;Barletta - Casardi;;21;12;0.42;13.12;12.48;;121.67;
22/07/20 20:00;Barletta - Casardi;;21;12;0.46;19.66;18.96;;109.47;0.08
22/07/20 21:00;Barletta - Casardi;;21;12;0.33;26.44;25.93;;93.95;0.13
22/07/20 22:00;Barletta - Casardi;;21;12;0.45;40.41;39.72;;65.78;0.10
22/07/20 23:00;Barletta - Casardi;;21;12;0.36;23.36;22.81;;63.66;0.21
23/07/20 00:00;Barletta - Casardi;;21;12;0.32;17.70;17.20;;65.08;0.08
23/07/20 01:00;Barletta - Casardi;;23;14;0.40;14.34;13.74;;66.23;0.08
23/07/20 02:00;Barletta - Casardi;;23;14;0.23;14.07;13.72;;62.81;0.05
23/07/20 03:00;Barletta - Casardi;;23;14;0.26;11.52;11.12;;63.37;0.03
23/07/20 04:00;Barletta - Casardi;;23;14;0.24;13.39;13.01;;64.07;
23/07/20 05:00;Barletta - Casardi;;23;14;0.35;19.02;18.50;;62.83;0.02
23/07/20 06:00;Barletta - Casardi;;23;14;0.98;24.02;22.52;;64.72;0.11
23/07/20 07:00;Barletta - Casardi;;23;14;2.39;33.69;30.01;;63.11;0.22
23/07/20 08:00;Barletta - Casardi;;23;14;2.12;25.40;22.15;;79.08;0.17
23/07/20 09:00;Barletta - Casardi;;23;14;1.58;19.50;17.07;;89.35;0.14
23/07/20 10:00;Barletta - Casardi;;23;14;1.18;16.09;14.29;;106.01;0.17
23/07/20 11:00;Barletta - Casardi;;23;14;0.84;11.47;10.19;;111.06;0.03
23/07/20 12:00;Barletta - Casardi;;23;14;0.88;12.07;10.73;;113.69;0.02
23/07/20 13:00;Barletta - Casardi;;23;14;0.69;8.54;7.48;;121.01;0.03
23/07/20 14:00;Barletta - Casardi;;23;14;0.53;6.94;6.14;;121.24;
23/07/20 15:00;Barletta - Casardi;;23;14;0.45;7.39;6.71;;120.42;0.01
23/07/20 16:00;Barletta - Casardi;;23;14;0.46;8.29;7.59;;123.25;
23/07/20 17:00;Barletta - Casardi;;23;14;0.46;8.47;7.76;;117.28;
23/07/20 18:00;Barletta - Casardi;;23;14;0.53;8.46;7.66;;107.20;0.33
23/07/20 19:00;Barletta - Casardi;;23;14;0.54;10.48;9.66;;89.48;0.05
23/07/20 20:00;Barletta - Casardi;;23;14;0.30;10.55;10.09;;90.03;0.07
23/07/20 21:00;Barletta - Casardi;;23;14;0.30;10.99;10.52;;87.00;0.05
23/07/20 22:00;Barletta - Casardi;;23;14;0.15;7.37;7.14;;93.72;0.04
23/07/20 23:00;Barletta - Casardi;;23;14;0.39;9.33;8.74;;84.06;0.02
24/07/20 00:00;Barletta - Casardi;;23;14;0.23;9.11;8.77;;81.32;
24/07/20 01:00;Barletta - Casardi;;25;13;0.20;7.62;7.32;;77.33;0.01
24/07/20 02:00;Barletta - Casardi;;25;13;0.25;8.94;8.56;;63.62;0.05
24/07/20 03:00;Barletta - Casardi;;25;13;;;;;68.78;0.03
24/07/20 04:00;Barletta - Casardi;;25;13;0.37;9.08;8.50;;72.22;0.03
24/07/20 05:00;Barletta - Casardi;;25;13;0.29;15.27;14.82;;;0.07
24/07/20 06:00;Barletta - Casardi;;25;13;1.64;29.63;27.12;;46.68;0.05
24/07/20 07:00;Barletta - Casardi;;25;13;2.58;37.44;33.48;;53.01;0.21
24/07/20 08:00;Barletta - Casardi;;25;13;2.12;23.05;19.80;;63.83;0.19
24/07/20 09:00;Barletta - Casardi;;25;13;2.31;21.42;17.87;;72.43;0.05
24/07/20 10:00;Barletta - Casardi;;25;13;1.20;14.69;12.86;;90.67;0.13
24/07/20 11:00;Barletta - Casardi;;25;13;1.08;12.33;10.68;;100.87;0.07
24/07/20 12:00;Barletta - Casardi;;25;13;0.81;10.41;9.17;;100.81;0.02
24/07/20 13:00;Barletta - Casardi;;25;13;0.68;8.93;7.88;;99.85;0.07
24/07/20 14:00;Barletta - Casardi;;25;13;0.83;7.70;6.42;;104.16;
24/07/20 15:00;Barletta - Casardi;;25;13;0.89;9.91;8.55;;103.43;
24/07/20 16:00;Barletta - Casardi;;25;13;1.24;12.71;10.79;;107.12;
24/07/20 17:00;Barletta - Casardi;;25;13;0.87;10.98;9.66;;108.86;
24/07/20 18:00;Barletta - Casardi;;25;13;0.65;13.49;12.49;;112.32;
24/07/20 19:00;Barletta - Casardi;;25;13;0.54;17.78;16.94;;100.30;0.04
24/07/20 20:00;Barletta - Casardi;;25;13;0.29;15.93;15.48;;88.85;0.04
24/07/20 21:00;Barletta - Casardi;;25;13;0.48;24.50;23.78;;82.85;0.20
24/07/20 22:00;Barletta - Casardi;;25;13;0.16;8.10;7.85;;99.13;
24/07/20 23:00;Barletta - Casardi;;25;13;0.31;8.54;8.07;;95.32;
25/07/20 00:00;Barletta - Casardi;;25;13;0.29;5.64;5.20;;97.26;
25/07/20 01:00;Barletta - Casardi;;18;7;0.21;6.66;6.33;;81.54;
25/07/20 02:00;Barletta - Casardi;;18;7;0.20;6.50;6.21;;78.87;
25/07/20 03:00;Barletta - Casardi;;18;7;0.15;7.76;7.55;;72.97;
25/07/20 04:00;Barletta - Casardi;;18;7;0.26;8.99;8.59;;64.27;
25/07/20 05:00;Barletta - Casardi;;18;7;0.28;11.49;11.06;;60.37;0.01
25/07/20 06:00;Barletta - Casardi;;18;7;0.65;15.79;14.79;;57.76;0.03
25/07/20 07:00;Barletta - Casardi;;18;7;1.07;14.14;12.49;;62.99;0.01
25/07/20 08:00;Barletta - Casardi;;18;7;0.76;9.17;8.00;;78.18;0.03
25/07/20 09:00;Barletta - Casardi;;18;7;0.70;7.37;6.30;;89.53;0.02
25/07/20 10:00;Barletta - Casardi;;18;7;0.61;8.05;7.11;;95.95;
25/07/20 11:00;Barletta - Casardi;;18;7;1.06;9.24;7.63;;93.12;0.06
25/07/20 12:00;Barletta - Casardi;;18;7;1.16;11.13;9.35;;90.45;0.01
25/07/20 13:00;Barletta - Casardi;;18;7;0.99;8.76;7.24;;92.36;0.02
25/07/20 14:00;Barletta - Casardi;;18;7;0.59;5.15;4.25;;95.59;0.02
25/07/20 15:00;Barletta - Casardi;;18;7;0.41;5.57;4.95;;97.27;
25/07/20 16:00;Barletta - Casardi;;18;7;0.60;7.45;6.53;;91.90;
25/07/20 17:00;Barletta - Casardi;;18;7;0.53;7.23;6.42;;90.58;
25/07/20 18:00;Barletta - Casardi;;18;7;0.42;9.42;8.77;;88.66;0.01
25/07/20 19:00;Barletta - Casardi;;18;7;0.26;12.37;11.96;;87.08;
25/07/20 20:00;Barletta - Casardi;;18;7;0.28;13.90;13.46;;82.77;0.08
25/07/20 21:00;Barletta - Casardi;;18;7;0.46;13.94;13.23;;80.92;0.05
25/07/20 22:00;Barletta - Casardi;;18;7;0.21;10.69;10.37;;82.60;
25/07/20 23:00;Barletta - Casardi;;18;7;0.26;10.46;10.07;;80.14;
26/07/20 00:00;Barletta - Casardi;;18;7;0.38;10.14;9.55;;78.68;0.01
26/07/20 01:00;Barletta - Casardi;;15;8;0.15;9.87;9.67;;78.51;
26/07/20 02:00;Barletta - Casardi;;15;8;0.26;9.06;8.66;;78.00;0.01
26/07/20 03:00;Barletta - Casardi;;15;8;;;;;78.43;
26/07/20 04:00;Barletta - Casardi;;15;8;0.12;5.55;5.40;;77.44;
26/07/20 05:00;Barletta - Casardi;;15;8;0.20;7.58;7.29;;;
26/07/20 06:00;Barletta - Casardi;;15;8;0.46;8.69;7.98;;72.41;0.01
26/07/20 07:00;Barletta - Casardi;;15;8;0.83;9.24;7.97;;70.55;
26/07/20 08:00;Barletta - Casardi;;15;8;0.83;8.95;7.68;;76.84;0.01
26/07/20 09:00;Barletta - Casardi;;15;8;0.98;9.11;7.61;;86.12;0.01
26/07/20 10:00;Barletta - Casardi;;15;8;0.76;7.76;6.59;;92.69;
26/07/20 11:00;Barletta - Casardi;;15;8;0.64;7.46;6.47;;95.84;
26/07/20 12:00;Barletta - Casardi;;15;8;0.72;7.30;6.19;;98.75;
26/07/20 13:00;Barletta - Casardi;;15;8;0.72;7.87;6.75;;98.69;0.01
26/07/20 14:00;Barletta - Casardi;;15;8;0.28;4.28;3.87;;99.64;
26/07/20 15:00;Barletta - Casardi;;15;8;0.49;4.25;3.48;;100.39;
26/07/20 16:00;Barletta - Casardi;;15;8;0.44;4.21;3.53;;99.54;0.02
26/07/20 17:00;Barletta - Casardi;;15;8;0.20;4.20;3.88;;99.49;
26/07/20 18:00;Barletta - Casardi;;15;8;0.51;6.66;5.88;;97.77;
26/07/20 19:00;Barletta - Casardi;;15;8;0.30;6.45;6.00;;98.76;
26/07/20 20:00;Barletta - Casardi;;15;8;0.18;10.95;10.74;;93.00;0.01
26/07/20 21:00;Barletta - Casardi;;15;8;0.40;18.18;17.58;;80.86;
26/07/20 22:00;Barletta - Casardi;;15;8;0.33;32.93;32.42;;59.79;0.06
26/07/20 23:00;Barletta - Casardi;;15;8;0.38;25.52;24.93;;58.76;0.21
27/07/20 00:00;Barletta - Casardi;;15;8;0.30;16.65;16.20;;65.79;0.16
27/07/20 01:00;Barletta - Casardi;;19;10;0.35;13.47;12.95;;65.82;0.18
27/07/20 02:00;Barletta - Casardi;;19;10;0.38;9.36;8.77;;65.30;0.10
27/07/20 03:00;Barletta - Casardi;;19;10;0.26;8.32;7.93;;62.87;0.02
27/07/20 04:00;Barletta - Casardi;;19;10;0.38;10.03;9.45;;63.03;
27/07/20 05:00;Barletta - Casardi;;19;10;0.39;14.55;13.94;;60.96;0.02
27/07/20 06:00;Barletta - Casardi;;19;10;1.14;22.34;20.58;;55.89;0.02
27/07/20 07:00;Barletta - Casardi;;19;10;4.31;37.00;30.39;;49.14;0.12
27/07/20 08:00;Barletta - Casardi;;19;10;4.16;31.34;24.96;;59.96;0.19
27/07/20 09:00;Barletta - Casardi;;19;10;1.94;16.98;14.02;;80.76;0.06
27/07/20 10:00;Barletta - Casardi;;19;10;0.94;9.70;8.26;;95.69;0.01
27/07/20 11:00;Barletta - Casardi;;19;10;1.18;11.71;9.91;;103.73;
27/07/20 12:00;Barletta - Casardi;;19;10;1.05;11.13;9.53;;107.91;
27/07/20 13:00;Barletta - Casardi;;19;10;0.92;10.22;8.80;;111.79;0.05
27/07/20 14:00;Barletta - Casardi;;19;10;0.41;6.30;5.67;;110.04;
27/07/20 15:00;Barletta - Casardi;;19;10;0.56;6.06;5.20;;104.50;
27/07/20 16:00;Barletta - Casardi;;19;10;0.68;7.36;6.32;;100.67;
27/07/20 17:00;Barletta - Casardi;;19;10;0.73;8.76;7.63;;98.03;
27/07/20 18:00;Barletta - Casardi;;19;10;0.77;12.59;11.41;;93.52;0.07
27/07/20 19:00;Barletta - Casardi;;19;10;0.34;11.90;11.39;;93.73;0.01
27/07/20 20:00;Barletta - Casardi;;19;10;0.23;16.21;15.86;;88.71;0.02
27/07/20 21:00;Barletta - Casardi;;19;10;0.46;37.60;36.90;;62.58;0.09
27/07/20 22:00;Barletta - Casardi;;19;10;0.63;49.97;49.01;;37.48;0.36
27/07/20 23:00;Barletta - Casardi;;19;10;0.63;38.34;37.37;;39.18;0.31
28/07/20 00:00;Barletta - Casardi;;19;10;0.49;27.10;26.33;;43.44;0.17
28/07/20 01:00;Barletta - Casardi;;21;13;0.43;17.32;16.65;;52.54;0.14
28/07/20 02:00;Barletta - Casardi;;21;13;0.31;12.34;11.94;;65.65;0.06
28/07/20 03:00;Barletta - Casardi;;21;13;;;;;58.68;0.11
28/07/20 04:00;Barletta - Casardi;;21;13;0.30;14.28;13.82;;62.78;0.06
28/07/20 05:00;Barletta - Casardi;;21;13;0.33;18.02;17.51;;;0.04
28/07/20 06:00;Barletta - Casardi;;21;13;1.14;24.92;23.18;;53.44;0.13
28/07/20 07:00;Barletta - Casardi;;21;13;4.18;37.00;30.58;;49.37;0.30
28/07/20 08:00;Barletta - Casardi;;21;13;3.39;28.60;23.41;;65.70;0.21
28/07/20 09:00;Barletta - Casardi;;21;13;2.04;21.07;17.95;;85.89;0.22
28/07/20 10:00;Barletta - Casardi;;21;13;1.38;16.18;14.07;;95.87;0.12
28/07/20 11:00;Barletta - Casardi;;21;13;1.42;15.88;13.72;;106.12;0.09
28/07/20 12:00;Barletta - Casardi;;21;13;1.40;13.30;11.17;;94.38;0.02
28/07/20 13:00;Barletta - Casardi;;21;13;1.25;11.42;9.50;;100.31;
28/07/20 14:00;Barletta - Casardi;;21;13;0.78;6.33;5.14;;104.55;
28/07/20 15:00;Barletta - Casardi;;21;13;0.58;6.50;5.60;;105.55;
28/07/20 16:00;Barletta - Casardi;;21;13;0.61;7.80;6.86;;100.97;
28/07/20 17:00;Barletta - Casardi;;21;13;0.72;8.98;7.88;;94.09;
28/07/20 18:00;Barletta - Casardi;;21;13;0.53;9.98;9.18;;91.07;0.10
28/07/20 19:00;Barletta - Casardi;;21;13;0.52;13.46;12.66;;85.09;0.03
28/07/20 20:00;Barletta - Casardi;;21;13;0.39;21.80;21.20;;75.70;0.02
28/07/20 21:00;Barletta - Casardi;;21;13;0.51;37.75;36.96;;56.64;0.18
28/07/20 22:00;Barletta - Casardi;;21;13;0.59;43.26;42.35;;45.11;0.25
28/07/20 23:00;Barletta - Casardi;;21;13;0.88;42.87;41.53;;34.28;0.27
29/07/20 00:00;Barletta - Casardi;;21;13;0.60;25.68;24.75;;42.09;0.11
29/07/20 01:00;Barletta - Casardi;;31;15;0.34;22.87;22.34;;42.74;0.19
29/07/20 02:00;Barletta - Casardi;;31;15;0.47;23.39;22.69;;38.16;0.33
29/07/20 03:00;Barletta - Casardi;;31;15;2.47;36.16;32.38;;23.32;0.28
29/07/20 04:00;Barletta - Casardi;;31;15;2.45;43.56;39.80;;11.80;0.29
29/07/20 05:00;Barletta - Casardi;;31;15;0.81;38.35;37.11;;21.68;0.23
29/07/20 06:00;Barletta - Casardi;;31;15;2.79;43.52;39.24;;31.13;0.10
29/07/20 07:00;Barletta - Casardi;;31;15;5.55;42.78;34.28;;37.91;0.24
29/07/20 08:00;Barletta - Casardi;;31;15;5.72;42.90;34.14;;51.62;0.19
29/07/20 09:00;Barletta - Casardi;;31;15;6.18;43.84;34.36;;61.85;0.34
29/07/20 10:00;Barletta - Casardi;;31;15;1.78;23.78;21.05;;90.37;0.26
29/07/20 11:00;Barletta - Casardi;;31;15;1.44;18.33;16.12;;103.05;0.12
29/07/20 12:00;Barletta - Casardi;;31;15;1.17;15.44;13.64;;110.34;0.02
29/07/20 13:00;Barletta - Casardi;;31;15;0.89;10.81;9.46;;106.83;0.02
29/07/20 14:00;Barletta - Casardi;;31;15;0.48;7.22;6.48;;115.21;
29/07/20 15:00;Barletta - Casardi;;31;15;0.74;8.73;7.58;;112.38;
29/07/20 16:00;Barletta - Casardi;;31;15;0.74;10.10;8.97;;105.20;0.01
29/07/20 17:00;Barletta - Casardi;;31;15;0.87;12.97;11.62;;104.07;0.01
29/07/20 18:00;Barletta - Casardi;;31;15;0.84;14.05;12.76;;105.50;0.06
29/07/20 19:00;Barletta - Casardi;;31;15;0.37;14.21;13.63;;100.45;
29/07/20 20:00;Barletta - Casardi;;31;15;1.62;30.95;28.46;;79.91;0.04
29/07/20 21:00;Barletta - Casardi;;31;15;1.67;45.54;42.97;;62.89;0.12
29/07/20 22:00;Barletta - Casardi;;31;15;0.38;39.42;38.83;;57.79;0.18
29/07/20 23:00;Barletta - Casardi;;31;15;0.38;41.44;40.87;;49.12;0.28
30/07/20 00:00;Barletta - Casardi;;31;15;0.76;45.38;44.22;;36.82;0.52
30/07/20 01:00;Barletta - Casardi;;34;17;0.41;24.62;23.98;;48.68;0.15
30/07/20 02:00;Barletta - Casardi;;34;17;0.32;17.53;17.04;;50.15;0.31
30/07/20 03:00;Barletta - Casardi;;34;17;;;;;45.38;0.12
30/07/20 04:00;Barletta - Casardi;;34;17;0.40;18.88;18.26;;44.27;0.03
30/07/20 05:00;Barletta - Casardi;;34;17;0.29;20.60;20.16;;;0.12
30/07/20 06:00;Barletta - Casardi;;34;17;1.42;33.47;31.28;;42.12;0.21
30/07/20 07:00;Barletta - Casardi;;34;17;4.05;41.44;35.23;;43.92;0.22
30/07/20 08:00;Barletta - Casardi;;34;17;6.72;49.10;38.79;;45.61;0.34
30/07/20 09:00;Barletta - Casardi;;34;17;3.60;35.16;29.63;;68.88;0.28
30/07/20 10:00;Barletta - Casardi;;34;17;1.91;22.29;19.35;;93.46;0.29
30/07/20 11:00;Barletta - Casardi;;34;17;1.51;18.86;16.55;;108.88;0.09
30/07/20 12:00;Barletta - Casardi;;34;17;1.17;16.34;14.53;;116.15;0.07
30/07/20 13:00;Barletta - Casardi;;34;17;0.93;12.22;10.80;;113.79;0.01
30/07/20 14:00;Barletta - Casardi;;34;17;0.64;8.21;7.23;;109.71;0.02
30/07/20 15:00;Barletta - Casardi;;34;17;0.77;8.79;7.63;;108.56;
30/07/20 16:00;Barletta - Casardi;;34;17;0.88;12.80;11.45;;102.29;
30/07/20 17:00;Barletta - Casardi;;34;17;0.72;10.07;8.97;;107.16;
30/07/20 18:00;Barletta - Casardi;;34;17;0.50;12.22;11.45;;104.00;0.09
30/07/20 19:00;Barletta - Casardi;;34;17;0.41;14.55;13.92;;103.20;0.02
30/07/20 20:00;Barletta - Casardi;;34;17;0.24;16.74;16.38;;99.58;0.01
30/07/20 21:00;Barletta - Casardi;;34;17;0.32;26.60;26.10;;83.43;0.15
30/07/20 22:00;Barletta - Casardi;;34;17;0.51;30.16;29.38;;70.32;0.12
30/07/20 23:00;Barletta - Casardi;;34;17;0.57;48.67;47.79;;55.20;0.43
31/07/20 00:00;Barletta - Casardi;;34;17;0.73;37.36;36.24;;32.53;0.29
31/07/20 01:00;Barletta - Casardi;;33;17;0.43;24.27;23.60;;40.97;0.20
31/07/20 02:00;Barletta - Casardi;;33;17;0.47;21.78;21.06;;40.64;0.16
31/07/20 03:00;Barletta - Casardi;;33;17;0.31;21.47;20.99;;41.64;0.13
31/07/20 04:00;Barletta - Casardi;;33;17;0.23;18.65;18.30;;43.18;0.01
31/07/20 05:00;Barletta - Casardi;;33;17;0.44;24.13;23.46;;43.87;0.06
31/07/20 06:00;Barletta - Casardi;;33;17;1.38;34.83;32.71;;40.79;0.15
31/07/20 07:00;Barletta - Casardi;;33;17;5.66;51.89;43.22;;37.98;0.31
31/07/20 08:00;Barletta - Casardi;;33;17;6.59;50.86;40.74;;49.38;0.30
31/07/20 09:00;Barletta - Casardi;;33;17;2.89;29.67;25.23;;79.75;0.24
31/07/20 10:00;Barletta - Casardi;;33;17;1.14;17.24;15.49;;96.03;0.19
31/07/20 11:00;Barletta - Casardi;;33;17;1.25;16.52;14.62;;101.73;0.07
31/07/20 12:00;Barletta - Casardi;;33;17;1.21;14.71;12.85;;104.31;0.10
31/07/20 13:00;Barletta - Casardi;;33;17;0.80;9.99;8.76;;102.86;0.05
31/07/20 14:00;Barletta - Casardi;;33;17;0.54;5.57;4.75;;96.84;
31/07/20 15:00;Barletta - Casardi;;33;17;0.67;5.94;4.91;;91.70;0.01
31/07/20 16:00;Barletta - Casardi;;33;17;0.49;7.53;6.78;;96.70;
31/07/20 17:00;Barletta - Casardi;;33;17;0.57;9.33;8.46;;101.45;
31/07/20 18:00;Barletta - Casardi;;33;17;0.57;10.62;9.74;;101.88;0.09
31/07/20 19:00;Barletta - Casardi;;33;17;0.40;13.84;13.22;;99.83;0.01
31/07/20 20:00;Barletta - Casardi;;33;17;0.33;18.40;17.91;;96.60;0.04
31/07/20 21:00;Barletta - Casardi;;33;17;0.37;27.63;27.04;;85.16;0.14
31/07/20 22:00;Barletta - Casardi;;33;17;0.42;41.46;40.82;;72.49;0.28
31/07/20 23:00;Barletta - Casardi;;33;17;0.28;36.29;35.85;;61.83;0.27
01/08/20 00:00;Barletta - Casardi;;33;17;0.25;22.14;21.75;;58.95;0.18
